id,pali,selected_pali_word,class_source,extra,class_example,english_translation
18063,evañcetaṃ 1,evañcetaṃ,AN10.61,,"<b>evañcetaṃ</b>, bhikkhave, vuccati, atha ca pana paññāyati, idappaccayā avijjā'ti","Even if it is spoken this way, monks, it is still evident: ""Ignorance is on account of a specific condition""."
40072,paññāyati 1,paññāyati,AN10.61,,"evañcetaṃ, bhikkhave, vuccati, atha ca pana <b>paññāyati</b>, idappaccayā avijjā'ti","Even if it is spoken this way, monks, it is still evident: ""Ignorance is on account of a specific condition""."
24818,gāmī 1,,AN 4.45,,"api cāhaṃ, āvuso, imasmiṃyeva byāmamatte kaḷebare sasaññimhi samanake lokañca paññāpemi lokasamudayañca lokanirodhañca lokanirodha<b>gāminiñ</b>ca paṭipadan'ti.","I also declare, friends, in this very fathom length body with its perception and intelligence (is) the world, the source of the world, the end of the world, and the path of practice leading to the end of the world. "
13607,ida,,AN10.61,,"evañcetaṃ, bhikkhave, vuccati, atha ca pana paññāyati, <b>ida</b>ppaccayā avijjā'ti","Even if it is spoken this way, monks, it is still evident: ""Ignorance is on account of a specific condition""."
13613,idappaccayā,idappaccayā,AN10.61,,"evañcetaṃ, bhikkhave, vuccati, atha ca pana paññāyati, <b>idappaccayā</b> avijjā'ti","Even if it is spoken this way, monks, it is still evident: ""Ignorance is on account of a specific condition""."
53735,yadapi,yadapi,AN3.70,,"<b>yadapi</b>, bhikkhave, alobho tadapi kusalamūlaṃ. yadapi aluddho abhisaṅkharoti kāyena vācāya manasā tadapi kusalaṃ.","Whatever, monks, is not greed, that is a wholesome root. Whatever a non-greedy person creates by body, by speech or by mind, that too is wholesome."
9253,alobha,alobho,AN3.70,,"yadapi, bhikkhave, <b>alobho</b> tadapi kusalamūlaṃ. yadapi aluddho abhisaṅkharoti kāyena vācāya manasā tadapi kusalaṃ.","Whatever, monks, is not greed, that is a wholesome root. Whatever a non-greedy person creates by body, by speech or by mind, that too is wholesome."
29775,tadapi,,AN3.70,,"yadapi, bhikkhave, alobho <b>tadapi</b> kusalamūlaṃ. yadapi aluddho abhisaṅkharoti kāyena vācāya manasā tadapi kusalaṃ.","Whatever, monks, is not greed, that is a wholesome root. Whatever a non-greedy person creates by body, by speech or by mind, that too is wholesome."
22645,kusalamūla,kusalamūlaṃ,AN3.70,,"yadapi, bhikkhave, alobho tadapi <b>kusalamūlaṃ</b>. yadapi aluddho abhisaṅkharoti kāyena vācāya manasā tadapi kusalaṃ.","Whatever, monks, is not greed, that is a wholesome root. Whatever a non-greedy person creates by body, by speech or by mind, that too is wholesome."
9250,aluddha,aluddho,AN3.70,,"yadapi, bhikkhave, alobho tadapi kusalamūlaṃ. yadapi <b>aluddho</b> abhisaṅkharoti kāyena vācāya manasā tadapi kusalaṃ.","Whatever, monks, is not greed, that is a wholesome root. Whatever a non-greedy person creates by body, by speech or by mind, that too is wholesome."
