id,pali,selected_pali_word,class_source,extra,class_example,english_translation
35541,natthi 2,,SN12.15,,"sabbaṃ atthī'ti kho, kaccāna, ayaṃ eko anto. sabbaṃ <b>n'atthī</b>'ti ayaṃ dutiyo anto.","""Everything exists,"" Kaccāna: this is one extreme."
34008,desenta 1,desentassa,AN3.4,,parassa kho pana accayaṃ <b>desentassa</b> yathādhammaṃ nappaṭiggaṇhāti.,"Indeed, when another person is pointing out a fault, he does not accept [it] in accordance with the Doctrine."
35711,nappaṭikaroti,nappaṭikaroti,AN3.4,,"accayaṃ accayato disvā yathā-dhammaṃ <b>nappaṭikaroti</b>, parassa kho pana accayaṃ desentassa yathādhammaṃ nappaṭiggaṇhāti.","Having understood a fault as a fault, he does not redress it in accordance with the Doctrine. Indeed, when another person is pointing out a fault, he does not accept [it] in accordance with the Doctrine."
30942,tīhi,tīhi,AN3.4,,"<b>tīhi</b>, bhikkhave, dhammehi samannāgato bālo veditabbo.","Monks, one endowed with three qualities should be known as a fool."
53612,yathādhammaṃ,yathādhammaṃ,AN3.4,,parassa kho pana accayaṃ desentassa <b>yathādhammaṃ</b> nappaṭiggaṇhāti.,"Indeed, when another person is pointing out a fault, he does not accept [it] in accordance with the Doctrine."
3661,ananuvajja,ananuvajjā,AN5.198,,"pañcahi, bhikkhave, aṅgehi samannāgatā vācā subhāsitā hoti, no dubbhāsitā, anavajjā ca <b>ananuvajjā</b> ca viññūnaṃ.","Monks, speech endowed with five factors is well-spoken and not ill-spoken; it is unblameable and not censurable by wise people."
3849,anavajja 1,anavajjā,AN5.198,,"pañcahi, bhikkhave, aṅgehi samannāgatā vācā subhāsitā hoti, no dubbhāsitā, <b>anavajjā</b> ca ananuvajjā ca viññūnaṃ.","Monks, speech endowed with five factors is well-spoken and not ill-spoken; it is unblameable and not censurable by wise people."
761,aṅga 3,aṅgehi,AN5.198,,"pañcahi, bhikkhave, <b>aṅgehi</b> samannāgatā vācā subhāsitā hoti, no dubbhāsitā, anavajjā ca ananuvajjā ca viññūnaṃ.","Monks, speech endowed with five factors is well-spoken and not ill-spoken; it is unblameable and not censurable by wise people."
2598,attha 1.2,,AN5.198,,"kālena ca bhāsitā hoti, saccā ca bhāsitā hoti, saṇhā ca bhāsitā hoti, <b>attha</b>-saṃhitā ca bhāsitā hoti, metta-cittena ca bhāsitā hoti.","It is (speech) spoken at the proper time, it is spoken truthfully, it is spoken gently, it is spoken beneficially, it is spoken with a friendly mind."
2696,atthasaṃhita,attha-saṃhitā,AN5.198,,"kālena ca bhāsitā hoti, saccā ca bhāsitā hoti, saṇhā ca bhāsitā hoti, <b>attha-saṃhitā</b> ca bhāsitā hoti, metta-cittena ca bhāsitā hoti.","It is (speech) spoken at the proper time, it is spoken truthfully, it is spoken gently, it is spoken beneficially, it is spoken with a friendly mind."
