id,pali,selected_pali_word,class_source,extra,class_example,english_translation
11689,ādhipateyya,ādhipateyyā,AN10.58,,"sat'<b>ādhipateyyā</b> sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
8454,amata 1.1,,AN10.58,,"sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, <b>amat</b>'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
8482,amatogadha,amat'ogadhā,AN10.58,,"sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, <b>amat'ogadhā</b> sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
37589,nibbānapariyosāna,nibbānapariyosānā,AN10.58,,"sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, <b>nibbānapariyosānā</b> sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
18372,ogadha 1,,AN10.58,,"sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'<b>ogadhā</b> sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
40127,paññuttara,paññ'uttarā,AN10.58,,"sat'ādhipateyyā sabbe dhammā, <b>paññ'uttarā</b> sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
57611,satādhipateyya,sat'ādhipateyyā,AN10.58,,"<b>sat'ādhipateyyā</b> sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
14659,uttara 2.01,,AN10.58,,"sat'ādhipateyyā sabbe dhammā, paññ'<b>uttarā</b> sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
68746,vimuttisāra 1,vimuttisārā,AN10.58,,"sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, <b>vimuttisārā</b> sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti","“All things are governed by mindfulness, all things have understanding as (their) highest, all things have liberation as [their] core, all things are plunged into the deathless, all things are culminating in extinguishment.”"
97,akampi,,AN3.125,,imasmiñca pana veyyākaraṇasmiṃ bhaññamāne sahassī lokadhātu <b>akampi</b>tthāti.,"“And when this explanation was being spoken, the one-thousand-world system shook.”"
80522,imasmiñca 2,imasmiñca,AN3.125,,<b>imasmiñca</b> pana veyyākaraṇasmiṃ bhaññamāne sahassī lokadhātu akampitthāti.,"“And when this explanation was being spoken, the one-thousand-world system shook.”"
55986,lokadhātu,lokadhātu,AN3.125,,imasmiñca pana veyyākaraṇasmiṃ bhaññamāne sahassī <b>lokadhātu</b> akampitthāti.,"“And when this explanation was being spoken, the one-thousand-world system shook.”"
61456,sahassī,sahassī,AN3.125,,imasmiñca pana veyyākaraṇasmiṃ bhaññamāne <b>sahassī</b> lokadhātu akampitthāti.,"“And when this explanation was being spoken, the one-thousand-world system shook.”"
4053,anāsava 1,anāsavaṃ,AN3.24,,puggalo āsavānaṃ khayā <b>anāsavaṃ</b> cetovimuttiṃ paññāvimuttiṃ diṭṭh'eva dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati,"With the exhaustion of the taints, an individual, having personally experienced in this life directly knowing by himself the liberation of the mind without taints, liberation by wisdom, dwells having reached [this state]."
