id,pali,selected_pali_word,class_source,extra,class_example,english_translation
38878,no ce,no ce,SNP47,,"<b>no ce</b> kira diṭṭhiyā na sutiyā na ñāṇena, (iti māgaṇḍiyo)","“If truly not by view, not by learning, nor by knowledge, ([said] Māgaṇḍiya”)"
57456,saññāviratta,saññā-virattassa,SNP47,,"<b>saññā-virattassa</b> na santi ganthā, paññā-vimuttassa na santi mohā.","there are no knots for him who is detached from perception, There are no delusions for him who is liberated through wisdom."
30937,tīsu,tīsu,SNP47,,"<b>tīsu</b> vidhāsu avikampamāno, samo visesī'ti na tassa hoti."," Not shaking in the three discriminations, “equal [and] superior” do not occur to him (lit: there is not for him)."
68161,vinicchaya 1,vinicchayā,SNP47,,"<b>vinicchayā</b> yāni pakappitāni, (iti māgaṇḍiyo),","“The evaluations, whatever things have been fashioned,” ([said] Māgaṇḍiya),"
65968,vata 2.1,,SNP47,,diṭṭhigataṃ sīla<b>vataṃ</b> nu jīvitaṃ,"[What kind of] misconception, ethics, observance, lifestyle"
54207,yehi 2,yehi,SNP47,,"<b>yehi</b> vivitto vicareyya loke, na tāni uggayha vadeyya nāgo.","He should move about, aloof from whatever things [there are] in the world, taking them up, the noble man should not speak."
1458,añāṇa,añāṇā,SNP47,,"adiṭṭhiyā assutiyā <b>añāṇā</b>, asīlatā abbatā no'pi tena.","[also not] without view, not without learning, not without knowledge nor even without that moral conduct and religious observance."
7207,abbata,abbatā,SNP47,,"adiṭṭhiyā assutiyā añāṇā, asīlatā <b>abbatā</b> no'pi tena.","[also not] without view, not without learning, not without knowledge nor even without that moral conduct and religious observance."
39280,pacinanta 2,,SNP47,,ajjhatta-santiṃ <b>pacinaṃ</b> adassaṃ.,"discerning, I saw inner peace."
38908,nopi,,SNP47,,asīlatā abbatā <b>no'pi</b> tena.,"nor even without that moral conduct and observance(s),"
37045,niccheyya,niccheyya,SNP47,,dhammesu <b>niccheyya</b> samuggahītaṃ.,"Discriminating among teachings and [evaluating] what has been taken up, (N.B. this sentence should precede the previous one)"
