id,pali,pos,meaning
526,agāra 1,nt,dwelling; building; house; hut
1359,ajjhāvasatar,masc,who lives in a home; who is domestically settled
1636,aññātuṃ,inf,to know; to understand
1747,aṭṭhaṅgika,adj,with eight parts; eight-limbed; eightfold
2088,atikkāmeti 2,pr,exceeds; goes over; oversteps
2211,atippago,ind,too early (to)
2404,atītamaddhānaṃ,ind,in the past; previously
2728,atthāya hitāya sukhāya,idiom,"good (for), beneficial (for) and comfortable (for)"
2730,atthāya 2,masc,fortunate (for); beneficial (for); useful (for)
3179,adhicitta,nt,meditation; mental development; higher consciousness
3762,anabhineti,pr,does not invite; does not conduct towards
3828,analasa,adj,active; energetic; industrious; not lazy
4270,anissita 1,pp,detached (from); disengaged (from); separated (from); independent (of)
4853,anupubbakiriyā,fem,gradual undertaking; step-by-step activity; successive process
4858,anupubbapaṭipadā,fem,gradual progress; step-by-step path of practice
6338,aparikkamana,adj,not accessible; not approachable
6663,api 1.7,ind,too; also; as well
7047,appassuta,adj,ignorant; uneducated; unlearned
7452,abyositatta,nt,fact of not being perfected; fact of not being accomplished
7828,abhinipajjituṃ,inf,to lie down (on); to lie (in)
7897,abhinisīdituṃ,inf,to sit down (in); to sit (on)
8460,amatadvāra,nt,door to the deathless state; entrance to Nibbāna
8537,amaritukāma,adj,not wishing to die
8902,arahati 3,pr,should; ought (to); is suitable (for); it is befitting (for)
9050,ariyo aṭṭhaṅgiko maggo,idiom,Buddha's eight-part path; noble eight-fold path
9199,alaṃ 1,ind,(it is) suitable (to); proper (to); appropriate (to); worthy (for)
9200,alaṃ 2,ind,is able (to); is possible (to); is capable (of)
9903,asmi,pr,I am
10944,ahesumha,aor,we were
12280,āyu 2,nt,life force; life energy
12332,āyoga 1,masc,devotion (to); practice (of); exertion (in); pursuit (of)
12373,āraddha 1.1,pp,aroused; applied; undertaken
12462,ārāma 3,masc,park; parkland; nature reserve
12921,āsuṃ,aor,they were; there were
13657,iddhipāda 1,masc,basis for success; road to power; basis for spiritual power
13742,indriya 1,nt,sense; mental faculty; power
13791,imasmiṃ 1,pron,in this
13801,imāni,pron,these
13822,imesaṃ 2,pron,of these; their
14202,uggahīta,pp,grasped; held onto; raised up
14304,uccāra,masc,excrement; faeces
15649,upadisati,pr,points out; explains; shows; indicates
15864,upapajjeyya,opt,would be reborn (in); would re-arise (in)
16095,upasaṅkamituṃ,inf,to approach; to visit; to go (to)
17211,ussuka,adj,zealously desiring; ambitious; anxiously striving (for); anxious (about); agitated; stressed
17378,eka 3,adj,alone; single; solitary
17545,ekantaparipuṇṇa,adj,completely perfect; utterly complete
17546,ekantaparisuddha,adj,completely pure; totally perfect
17627,ekamekena 1,ind,by each and every; through every individual
17719,ekādasa 1,card,eleven (11)
17894,etassa 2,pron,of this
18049,esohamasmi,sandhi,I am this; this is me
18109,evameva,sandhi,similarly; in the same way; so too; just so
18110,evameva kho,idiom,similarly; in the same way; so too
18410,ogha 1,masc,(of water) flood; deluge; torrent
18619,odāta 1,pp,white
19245,kaṅkhituṃ,inf,to doubt; to be uncertain (about)
19645,katama,pron,what?; which (of the many)?
19830,kathaṃ 1,ind,how?
20715,kallaṃ,ind,it is suitable (to); it is proper (to); it is fit (for)
20934,kātuṃ 1,inf,to do; to perform
21385,kāreti 4,pr,builds; has constructed
21468,kālāmā,masc,family name of a people in Kosala
21641,kiñca 1,sandhi,and what?
21952,kiṃ nu kho,idiom,why on earth!?; how indeed!?; which!?; which is it then!?
21956,kiṃ 1,pron,who?; what?; which?
22204,kuṭi 1,fem,hut; cabin; simple monastic dwelling
22295,kuto 1,ind,from where?; where?
22605,kullūpama,adj,like a boat; similar to a raft
22733,kuhiṃ,ind,where?
22764,kūṭadanta,masc,name of a Brahman
23363,khaṇḍicca,nt,brokenness; (comm) broken teeth
24263,gantukāma,adj,wishing to go; wanting to go (from somewhere to somewhere)
24266,gantuṃ,inf,to go (to); to travel (to)
24287,gandha 1,masc,smell; scent; odour
24636,gahaṇatthāya,ind,for holding onto; for grasping
24819,gāmī 2,adj,going; moving; who goes
25594,ghāna,nt,nose
25600,ghānasamphassa,masc,contact with the nose; olfactory impression; nasal experience
25605,ghānaviññāṇa,nt,smelling; nose consciousness; olfactory awareness
25663,ca 2.2,ind,but; although; and if
26117,cattāri 1,card,four (4)
26308,carituṃ 1.2,inf,to walk (in); to wander (in)
26310,caritvā 1.1,abs,having walked; having wandered
28556,jīraṇatā,fem,old age; decrepitude; deterioration
28557,jīrati,pr,ages; grows old; gets worn out; declines
28594,jīvita 1,nt,life; existence
28629,jīvitukāma,adj,wishing to live; wanting to stay alive
28664,jegucchī 1,adj,who is disgusted (to); recoiling (from); who hates (to); who detests
29635,tatrupāya,adj,relevant to that; related to that; pertinent to that; suitable for that
30148,tasmā 2,ind,therefore; that is why
30315,tārituṃ,inf,to cross; to cross over
30913,tīṇi,card,three (3)
