id,pali,pos,meaning
1044,acchariya 1,adj,wonderful; marvellous
1713,aṭṭha 1.1,card,eight (8)
1736,aṭṭhakavaggika,adj,belonging to the Aṭṭhakavagga; from the fourth chapter of the Sutta Nipāta
1786,aṭṭhama 1,ordin,eighth (8th)
1805,aṭṭhasata,card,one hundred and eight (108)
1842,aṭṭhārasa 1,card,eighteen (18)
1981,aṇḍa 1,nt,egg
2950,adesayi,aor,taught; explained
4099,anāhāra,adj,without fuel; without nutriment
4922,anuppanna,pp,unborn; unarisen; not existing; nonexistent
5372,anuvattaka 3,masc,follower; partisan; who sides (with)
5529,anekavassagaṇika,adj,many years old; accumulated for many years
5532,anekavihita,adj,various; different kinds of; many different
6613,apāya 1,masc,state of loss; state of misery
6652,api nu,idiom,is?; did?; are?; who?; what?; how?; would?
7334,abbhuta 1,adj,marvellous; extraordinary; unbelievable; astonishing; epithet of Nibbāna
7469,abhaṇi,aor,spoke; recited
7473,abhabba 1,ptp,unable (to); impossible (to); incapable (of); unlikely (to)
7701,abhiṭhāna,nt,deadly sin; heinous crime; great wrong
8422,abhedanamukha,nt,natural orifice
8928,arahant,masc,awakened being; fourth stage of the path
10000,assaratana,nt,horse treasure; one of the seven treasures of a universal ruler
11023,ākāra 1.2,masc,aspect; facet; detail; property; quality; attribute
11588,ādiyati 1,pr,takes; grasps
13077,āvikaroti 2,pr,(vinaya) discloses; divulges; openly reveals; confesses
13585,itthiratana,nt,woman treasure; consort of a universal ruler; one of the seven treasures of a universal ruler
13825,imehi 1,pron,by these; with these
16351,upādāya 2,ind,derived (from); dependent (on); based (on)
17376,eka 1,card,one (1)
17638,ekarasa,adj,having one taste; with a single flavour
17803,eke 1,adj,some; some people
18135,evaṃ 2,ind,yes!; that is right!; correct!
18155,evaṃdiṭṭhī,adj,of such view; who holds the theory that; of the opinion that; who thinks that
18200,evaṃvādī,adj,of such view; who hold the view that; having a theory that
19154,oḷārika 2,adj,(of food) solid; heavy; substantial
20173,kabaḷīkāra,adj,(of food) material; physical; edible
21655,kiñcāpi,sandhi,however much; even if; even though; although
22131,kukkuṭī,fem,hen; chicken
24139,gaṇḍa 1,masc,boil; abscess
24461,gambhīrapañña,adj,with profound understanding; having deep wisdom
24670,gahapatiratana,nt,steward treasure; householder treasure; one of the seven treasures of a universal ruler
24912,gimha,masc,heat; warmth
24915,gimhāna,nt,hot season; summer
24916,gimhānamāsa,masc,hot month; hottest month
25684,cakkaratana,nt,jewelled wheel; wheel treasure; one of the seven treasures of a universal ruler
25848,catasso,card,four (4)
25849,catu,card,four (4)
25899,catuttha 1,ordin,fourth (4th)
26045,caturāsīti,card,eighty-four (84)
26113,catūhi 2,card,from four
26127,cattārīsā,card,forty (40)
26141,cattālīsā,card,forty (40)
26408,cātumahābhūtika,adj,composed of four primary states; made of the four great elements
27290,chaṭṭha,ordin,sixth (6th)
27358,chattiṃsā,card,thirty-six (36)
28271,jātisata,nt,one hundred lives
28272,jātisatasahassa,nt,one hundred thousand lives
28280,jātisahassa,nt,one thousand lives
29427,tatiya 1.1,ordin,third (3rd)
29724,tathūpama,adj,comparable in the same way; similar to that; like this
30028,tamenaṃ,sandhi,that one; him; her; that thing; that person
30071,tayo 1,card,three (3)
30153,tasmiṃ 1,pron,in that; in that person
30174,tassassu,sandhi,of that there would be
30211,taṃ kiṃ maññatha,idiom,what do you think?; how do you feel about?
30430,ti 1,card,three (3)
30500,tiṭṭhamāna,prp,standing; remaining
30565,tiṇṇaṃ,card,of three
30872,tisso,card,three (3)
30908,tiṃsaṃ,card,thirty (30)
32001,dasa 1.1,card,ten (10)
32035,dasama 1,ordin,tenth (10th)
32668,dissati 1,pr,is seen; is observed; is manifest
32674,disvā,abs,having seen; having understood; having found out
32689,divasaṃ,ind,by day; during the day; for a day
33061,duccarita 2,nt,misconduct; misbehaviour; bad behaviour (by)
33114,dutiya 1,ordin,second (2nd)
34320,dvādasa 1,card,twelve (12)
34681,dhammacakkhu,nt,insight into the nature of reality; spiritual insight; understanding of the way things are
34905,dhammavara,masc,excellent teaching; sublime doctrine
35886,nava 2.1,card,nine (9)
35925,navama,ordin,ninth (9th)
37574,nibbānagāmī,adj,leading to putting out the fire; conducive to Nibbāna
38426,nivāsa 1.3,masc,life; existence
39840,pañcama,ordin,fifth (5th)
39843,pañcamatta,adj,five in number; five measures
40096,paññāsā,card,fifty (50)
40345,paṭighanimitta,nt,disliked image in the mind; mental image which irritates one
40978,paṭissutvā,abs,having agreed (with); having responded in agreement (to); having assented (to)
42654,pamatta 1,pp,careless; heedless; negligent; inattentive
43101,parābhava,masc,ruin; downfall; disgrace
43451,pariṇāyaka 1,masc,counsellor; adviser; strategist
43453,pariṇāyakaratana,nt,counsellor treasure; one of the seven treasures of a universal ruler
43992,pariyāyena,ind,in one way; from a certain point of view; figuratively speaking
45349,pāṇa 3,masc,being; living being
46575,puṭṭha 1.1,pp,asked; questioned (about)
46926,pubbenivāsa,masc,previous life; former existence
47067,purisapuggala,masc,individual; individual person
47073,purisayuga 1,nt,pair of people; pair of individuals
47565,pharitvā 1,abs,having suffused; having pervaded; having filled
47801,phussita 1,pp,flowering; in full blossom
47804,phussitagga,adj,with a blossoming crest; with flowering tops
48843,byāpāda,masc,dislike; ill-will; hatred; hostility; enmity; malevolence (towards)
49520,bhava 3,masc,state of existence; form of becoming
49933,bhikkhusata,nt,one hundred monks
50009,bhiyyo,ind,more (than); greater than (than); better than (than); superior (to)
50133,bhusaṃ 1,ind,intensely; exceedingly; very; strongly
50867,maṇiratana,nt,jewel treasure; precious gem; valuable gemstone; one of the seven treasures of a universal ruler
51239,mano 1,masc,mind; mental
51280,manosañcetanā,fem,mental intention; mental volition; mental will
51857,mahābhūtā,masc,"primary states; great elements; earth, water, fire and wind"
52761,mukha 7,nt,cause; means; way; (comm) door; source
53229,mettāsahagata,adj,filled with goodwill; full of friendliness
53566,yathayidaṃ,sandhi,such as this
53661,yathābhūtaṃ,ind,as it truly is; in reality
53750,yadidaṃ,sandhi,namely; that is
54017,yāvakīvañca,sandhi,and as long as
54513,ratana 1.1,nt,jewel; gem; gemstone
56078,loṇa 2,nt,sea-salt; brine
57297,sañcetanā,fem,wishing; intending; willing; making a choice
57569,sata 2.1,card,one hundred (100)
57724,sattannaṃ 1,card,to seven; for the seven
57742,sattama 1.1,ordin,seventh (7th)
57835,satti 1,fem,spear; javelin; weapon
58114,saddheyyavacasa,adj,whose word can be trusted; believable; trustworthy; credible
59003,sabbākāraparipūra,adj,complete in every aspect; fulfilled in every way
59009,sabbāneva,sandhi,in its entirety
59215,samaṇabrāhmaṇā,masc,ascetics and Brahmans; monks and priests
59391,samantapāsādika,adj,who inspires confidence in every way; totally awe-inspiring
61126,sarena,ind,sweetly; melodiously
61369,sahagata,adj,filled (with); accompanied (by); connected (with); associated (with)
61430,sahassa 1,card,one thousand (1000)
62688,sāhāra 1,adj,with fuel; with nutriment; with sustenance
63902,sudesita,adj,well preached; well taught; well explained; well instructed
64624,suvisuddha,adj,well cleansed; perfectly purified; completely pure
64954,seyyathidaṃ,sandhi,i.e.; as follows
65436,soḷasa 1,card,sixteen (16)
65537,vaggavādaka,masc,proponent of a faction; adherent of a group; loyalist supporter
66201,vanappagumba,masc,forest thicket; dense woodland
66530,vassa 1.3,nt,year
66551,vassasata,nt,one hundred years; century
67580,vijānāti 1,pr,comprehends; understands; recognises; distinguishes; is aware (of)
68475,vippamutta,pp,freed (from); released (from); saved (from)
68622,vibhāvayati,pr,understands clearly; perceives distinctly
68741,vimuttirasa,adj,having the flavour of freedom; with the taste of liberation; with the essence of emancipation
69810,vītamala,adj,stainless; spotless; without taint; blemish free
69937,vīsati,card,twenty (20)
69959,vīsaṃ,card,twenty (20)
70772,haññamāna 1,prp,being struck (by); being beaten (by)
70923,hatthiratana,nt,elephant treasure; one of the seven treasures of a universal ruler
71431,hetaṃ,sandhi,indeed this; certainly this
71820,kabaḷī,masc,lump; morsel; mouthful; lump of food
71873,loṇarasa,adj,salty; salt-flavoured; briny
75773,parivaṭṭa 2,masc,round; revolution; repetition; cycle
