id,pali,pos,meaning
182,akāsi 2,aor,made
1107,acchejji,aor,completely cut out; utterly severed; totally destroyed
1439,ajjhositabba,ptp,should be fixated on; should be clung to; should be tied to
2592,attuddesa,adj,intended for oneself; designated for oneself
2972,addasa 2,aor,you saw; you have seen
3180,adhicittamanuyutta,adj,engaged in meditation; devoted to mental development; cultivating the higher mind
3759,anabhinanditvā,abs,having not approved (of); having not applauded
4735,anuparivattiyamāna,prp,being revolved around; being rotated; being done routinely; being done regularly
4878,anupubbena,ind,gradually; step-by-step; successively; stage-by-stage
5094,anuyutta 1,pp,devoted (to); applied oneself (to); practised; doing
5285,anusāviyamāna,prp,being announced; being declared; being stated
5362,anussuka,adj,not zealously desiring; not ambitious; not anxiously striving; calm; relaxed; unagitated
5669,antamakāsi,aor,made an end (of); finished (with)
6115,apaññatta 1,pp,(of a rule) not formulated; not prescribed; not decreed; not declared
6807,appaṭikkositvā,abs,having not disapproved; having not rejected
7468,abhajitabba,ptp,should not be kept company with; should not be associated with; should not be adhered to; (comm) should not be stuck to
7681,abhiññā 3,ger,directly knowing; understanding experientially
7794,abhinanditabba,ptp,should be delighted in; should be approved of; should be applauded
8201,abhisandeti parisandeti paripūreti parippharati,idiom,"douses, drenches, soaks and saturates"
8308,abhivaditabba,ptp,should be welcomed; should be greeted
8495,amanasikaraṇīya,ptp,should not be attended to; should not be kept in mind
8679,ambho,ind,hey!; yo!; look here!
8680,ambho purisa,idiom,hey good man; look here my man
8776,ayo,masc,iron
8777,ayokaṭāha,masc,iron pot; iron pan
9519,asamaya 1,masc,wrong time; inopportune time; inappropriate occasion
9883,asevitabba,ptp,should not be associated with; should not be affiliated with; should not be partaken of
9916,assa 4.1,pron,to him; for him
10060,assāmika 1,adj,without a paying benefactor; with no patron
10188,avacanīya 1,ptp,incorrigible; uninstructible; unteachable; unadmonishable
10693,avissajjetvā,abs,having not got rid (of); having not given up
11544,ādikalyāṇa,adj,beneficial in the beginning; good from the get go
12081,āmantāpetvā,abs,having sent (for); having had summoned
12447,ārādhayi 2,aor,pleased; satisfied
12929,āsevitabba,ptp,should be practised; should be pursued; should be devoted to; should be indulged in
13257,āhāre paṭikūlasaññā,idiom,recognition of the unpleasantness of food; perception of the repulsiveness of food
14208,uggahetvā 3,abs,having learned; having memorized
14485,uñcha,masc,gleaning; food gathered for subsistence
14658,uttara 2.04,masc,name of a young Brahman
14713,uttari 1.2,ind,more (than); moreover; further (than); beyond
14832,udaka 1.1,nt,water
14870,udakaphusita,nt,drop of water
17692,ekaṃsa 1.1,adj,definite; sure; straight; with absolute assurance
17751,ekāsanabhojana,nt,eating in one sitting; (comm) eating up to seven times between dawn and noon
18509,otarati 2,pr,fits (with); is found (in); cross-references (with)
18534,otāriyamāna,prp,being checked (in); being gone into (in); being cross-referenced (in)
18535,otāretabba,ptp,should be checked (in); should be gone into (in); should be cross-referenced
18873,orena 1,ind,earlier (than); sooner (than)
19335,kaṭāha 1,masc,pot; pan; cauldron
20920,kātabba 2,ptp,should be made
21337,kārayamāna 2,prp,building
