id,pali,pos,meaning
691,aggivessana,masc,name of a Brahman family clan
1252,ajjeva,sandhi,this very day; just today; right now
2085,atikkāmayanta,prp,exceeding; going over
2276,atireka 1,adj,surplus; excess; leftover; too much
2284,atirekacīvara,nt,surplus robe; excess robe-cloth
2507,attapaṭilābha,masc,acquisition of a self; personal existence
3733,anabbhita,pp,not rehabilitated; not reintegrated; not re-admitted
4111,aniketasārī,adj,wandering homeless; roaming without an abode
6661,api 1.5,ind,but; however; yet
6713,apurakkharāna,prp,not preferring; not choosing
7372,abbheti,pr,(vinaya) rehabilitates; reintegrates; readmits
7504,abhaviṃsu,aor,they were
7598,abhigīta,pp,sung over; chanted over
7823,abhinipajjati 1,pr,lies down hard (on); lies down heavily (on)
7893,abhinisīdati 1,pr,sit down hard (on); sits heavily (on); sits forcibly (on)
8425,abhojaneyya,ptp,not edible; not fit to be eaten
9140,alajjitāya,ptp,should not be ashamed (of)
9443,asantiyā,prp,when not existing; when not being present; when … does not exist
9549,asampakampiya,ptp,unshakeable (by); unmovable (by)
9565,asamphuṭṭha,pp,not touched (by); not felt (by); not physically contacted (by)
9566,asamphuṭṭhapubba,adj,never touched before; never felt before
10153,avakkāra,masc,leftovers; remains
10154,avakkārapāti,fem,bowl for leftovers; dish for remains of the meal
10392,avasitta,pp,anointed; consecrated; crowned (on)
10832,aha 1.1,nt,day
12300,āyusaṅkhāra 1,masc,condition for life; life force; vital power; motive force; (comm) life itself
13171,āhacca 2.1,ptp,removable; detachable
13172,āhaccapādaka,adj,with removable legs; with detachable feet
13724,indakhīla 1,masc,(of a city) Inda's column; gate post of a city
15559,upaṭṭhāpeti 1,pr,sets out; makes available; provides
16011,uparivehāsa,adj,upper; upstairs; above the ground
16012,uparivehāsakuṭi,fem,loft bedroom; upper-floor room; attic room
16785,ubbhata 2,pp,withdrawn; disallowed; suspended
17281,ūna 1,adj,deficient (in); lacking; wanting; short (by); less than (by)
17812,ekenapi,sandhi,by even one; with only a single
21252,kāyaviññeyya,adj,touchable; tangible; known by the body
21380,kāretabba 2,ptp,(vinaya) should be made to do (by); should be dealt with
21616,kicca 1,ptp,should be done (by); ought to be made (by)
21624,kiccamātappaṃ,sandhi,effort should be made (by); one should strive
24066,gaṇa 1,masc,group; crowd
24733,gāthābhigīta,adj,chanted over with verses; recited over
24775,gāmato,masc,from the village
24834,gārayha,ptp,blameworthy; culpable; contemptible
25586,ghātetāya,ptp,fit to be killed; worthy to be executed
25589,ghātetuṃ,inf,to slay; to kill; to execute; to murder
26001,catubbhi,card,with four; by four
