id,pali,pos,meaning
2597,attha 1.1,masc,meaning; sense; significance
5326,anussarati 1.1,pr,remembers; recollects; bears in mind
8292,abhivaḍḍhati,pr,increases more and more; surpasses; outgrows
11370,ājānāti 1,pr,knows; understands; comprehends
11718,ānanda 2,masc,"name of an arahant monk; attendant of the Buddha; great disciple of the Buddha; foremost disciple in great learning, remembrance, conduct, resoluteness and service"
11874,āpatti 2,fem,(vinaya) offence; wrongdoing; transgression
12076,āmantayati 1,pr,tells; informs; advises
12812,āsava 1.2,masc,discharge; suppuration; outflow; effluent; (comm) defilement
15144,uddesa 1,masc,proposition; synopsis; statement in brief; summary; introduction
16108,upasama 1,masc,calmness (of); tranquility (of); stillness (of); peace (of)
16535,uppajjati 1,pr,appears; arises; occurs; takes place (for or in)
20568,karohi,imp,do!; make!
23186,kosalā,masc,name of the people of Kosala; Kosalans
23520,khaya,masc,wearing away (of); exhaustion (of); erosion (of); depletion (of); destruction (of)
23612,khādati,pr,chews; devours; eats
24654,gahapati,masc,householder; landowner
26837,cīvaracetāpanna,nt,robe-fund; account for robe-cloth
27111,ceteti 2,pr,intends; wills (to)
28484,jināti 2,pr,surpasses; beats; wins (over)
28726,jotipāla 1,masc,name of a Brahman royal advisor
29089,ṭhita 3,pp,remained; stayed; was
29586,tattha 1,ind,there; in that place
29667,tathāgata,masc,Such Become; Realised; being in such a state; arrived at the truth; epithet of the Buddha
30135,tasati 1.1,pr,is afraid (of); fears
30431,ti 2,ind,(end of direct speech) ' '
30488,tiṭṭhati 3,pr,remains; persists; lasts
31761,daṇḍa 1,masc,stick; truncheon; nightstick; club
32479,diṭṭhi 1,fem,view; belief; opinion; concept; theory; attitude; philosophy; credo; creed; dogma
34841,dhammarasa,masc,taste of the Dhamma; flavour of the Dhamma
35128,dhāreti 3,pr,bears in mind; keeps in mind; remembers (something about)
37570,nibbāna 2,nt,(of mental defilement) complete quenching; total emancipation; complete cooling
39074,pakkamati 1,pr,goes (from); goes away (from); leaves (from)
39322,paccattaṃ,ind,for oneself; individually; personally; exclusively
39683,pajahati,pr,gives up; abandons; lets go (of); releases
40314,paṭiggaṇhāti 1,pr,takes; accepts; receives
40689,paṭibhāti,pr,comes to mind; occurs (to); inspires (someone to)
40774,paṭilabhati 1,pr,obtains; gets; receives; personally experiences
40898,paṭisaṃvedeti,pr,personally experiences; undergoes; feels
40946,paṭisevati 2,pr,uses; makes use (of)
41989,patha 2,masc,range; mode; way
43235,parikkhāra 1,masc,requisite; requirement; necessity
43711,paripūreti 1,pr,fills up; fills out; saturates
43974,pariyāya 05,masc,way; nature; habit; property; quality
44736,passa 2.1,imp,see!; look (at)!
44738,passati 1,pr,sees
44772,passasi 1.1,pr,you see; do you see?
45428,pātimokkha 2,masc,(vinaya) precepts for Buddhist monastics
45663,pāpuṇāti 1,pr,reaches; arrives (at); comes (to)
46409,pītisukha 1,nt,delight and ease; joy and happiness
46448,puggala,masc,person; individual
46484,pucchati,pr,asks; enquires; questions (somebody about)
46624,putta 1,masc,son; child
46680,puthujjana,masc,common man; ordinary man; normal person; man in the street
46750,punabbhava,masc,appearing again; renewed existence; rebirth; future life
49558,bhavantaṃ,masc,sir; master; good man (object)
49753,bhāsati 1.1,pr,speaks (about); talks (about); says
50083,bhuñjati 1,pr,eats; consumes
51112,manasi,masc,in mind
51124,manasikaroti,pr,pays attention; brings to mind
51536,mallā,masc,name of the people of Malla; Mallans
52158,māṇava 1,masc,young man; young gentleman; young Brahman
54685,rasa 1,masc,taste; flavour
54947,rājā,masc,king; sovereign; lord; ruler
55630,labhati 1,pr,gets; receives; obtains (something for)
58771,sabba 1,pron,all; every
58941,sabbarasa,masc,all tastes; every flavour
59032,sabbe,pron,all; every; everything; everyone
59296,samatha 1.1,masc,stilling (of); serenity (of); calming (of); settling (of); peace (of); (comm) mental unification
60601,sambodha,masc,full awakening; perfect understanding; enlightenment
61001,saraṇa 1.1,nt,shelter; refuge; help; epithet of Nibbāna
61869,saṃvattati,pr,leads (to); results (in); causes
61886,saṃvara 1,masc,control; restraint; holding back (according to)
62222,sādhu 3,ind,it is good (for); it would be good (if)
62227,sādhukaṃ,ind,well; carefully; thoroughly; fully; completely
62518,sāriputta,masc,name of an arahant monk; chief disciple; great disciple of the Buddha; foremost disciple in great wisdom
63456,sukha 2,nt,ease; comfort; happiness; pleasure; contentment
63756,suṇāti 1,pr,hears
65082,so 1.1,pron,he; that person; that thing
66122,vadati 1,pr,says (to); speaks (to); tells (to)
68557,vibhaṅga 1,masc,analysis; classification; breakdown
69606,vivekaja,adj,born from seclusion; (or) born from discrimination; (comm) secluded from the defilements
69661,viharati 1,pr,lives (in); dwells (in); stays (in)
