id,pali,pos,meaning
239,akubbanta,prp,not doing; not making
546,agiddha,pp,without greed; without desire
634,aggahesi 2,aor,seized; caught; grabbed hold (of)
1259,ajjhatta,adj,inner; internal; personal; in oneself
1458,añāṇa,nt,without knowing; without understanding; without insight
2600,attha 1.4,masc,matter; affair; legal case; lawsuit
2865,adassi,aor,saw; has seen
2887,adiṭṭhi,fem,without view; no belief
4269,anissāya,ger,not leaning (on); not depending (on); being independent (of)
4413,anuggahāya,ger,not grasping; not embracing; not taking up
4848,anupucchamāna,prp,asking; enquiring; questioning (somebody about)
5483,anūpanīta,pp,not led (into); not brought (into)
5488,anūpalitta,pp,not smeared (by); not sullied (by); untainted (by); unstained (by)
6714,apurekkharāna,prp,not preferring; not choosing
7207,abbata,adj,without religious practice; without ritual observances; not keeping vows
8668,ambu,nt,water
8672,ambuja 1,adj,born in water; living in water; aquatic
8882,arati 2,fem,name of one of the three daughters of Death
9772,asīlatā,fem,free from moral conduct
10110,assuti,fem,without learning
10465,avikampamāna 1,prp,unshaken (by); unstirred (by); unaffected (by); unruffled (by)
11228,āgā 1,imperf,came (to); arrived (at)
13395,icche,opt,would wish (to); would desire (to); would want (to)
13517,ito 4,ind,because of this
13718,inda 1,masc,lord; king; ruler
14178,uggayha 1,ger,taking up; grasping; embracing; holding (onto); taking a stand (on)
15865,upapatti 1,fem,rebirth; re-arising; reappearance
17915,eti 2,pr,goes (to)
19474,kaṇḍaka 1,adj,thorny-stemmed; prickly-stemmed
19851,kathā 2,fem,argument; debate
20521,karīsa 1,nt,faeces; excrement
20960,kāma 4,masc,(objects of) pleasure; sensual pleasure; sexual pleasure
21791,kimevidaṃ 2,sandhi,not to mention this
22032,kīdisa,adj,of what kind?; how is it?; what is it like?
23559,kharāna,prp,doing; making
24269,gantha 1,masc,(mental) tie; knot; bond
25157,gū 2,masc,who is skilled in; who is fulfilled in; who is complete in
25482,ghaṭṭayanta,prp,colliding; conflicting; clashing; offending
27948,jappati,pr,desires; longs (for); yearns (for); hungers (for)
27959,jappe,opt,could desire; would long (for); could yearn (for)
28065,jala,nt,water
28084,jalambuja,nt,aquatic lotus; white lotus
29345,taṇhā arati ragā,idiom,names of the three daughters of Death
29348,taṇhā 3,fem,name of one of the three daughters of Death
30058,tammaya,adj,identified (with)
30937,tīsu,card,in three; among three
31341,to 2,suffix,as
32196,dahāti,pr,considers as; takes as; regards as
35000,dhammesu niccheyya samuggahītaṃ,idiom,among doctrines grasped after evaluation; in ideas adopted after consideration
35860,narinda,masc,ruler of men; lord of men; king; chief
36028,nāga 4,masc,noble person; great man; epithet of an arahant; epithet of the Buddha
36208,nāddakkhi,aor,has not seen; did not see
36620,nāhosi,aor,was not; did not exist; did not become
37045,niccheyya,ger,evaluating; ascertaining; discriminating; distinguishing the difference (between)
38262,nissajja,ger,giving up; relinquishing; leaving behind
38485,nivesana 1,nt,house; home
38522,nihīna 1,pp,low; inferior; worse; deficient; worthless
38787,neyya 1.1,ptp,could be led astray (by); could be misguided (by)
38878,no ce,idiom,if not
38908,nopi,sandhi,nor; nor even
38990,pakappita,pp,(of an idea or opinion) imagined; fabricated; fashioned; designed; devised; concocted
39234,paṅka 1,masc,dirt; mud; mire; swamp
39280,pacinanta 2,prp,discerning; distinguishing; recognizing
39576,pacceti 2,pr,believes (to be); assumes (to be); takes as
40107,paññāvimutta,adj,liberated by understanding; emancipated by insight; epithet of an arahant
40885,paṭisaṃyujeyya,opt,(of an argument) would start; would begin; would engage (in)
41973,patthita 1,pp,wished for (by); sought after (by); desired (by)
42771,pamoha,masc,bewilderment; bafflement; confusion
46591,puṇṇa 1,pp,filled (with); full (of)
49093,brūsi,pr,you say; you tell; you call
49631,bhavūpapatti,fem,state of being and rebirth
52913,muti,fem,opinion; thought; belief
52918,mutta 1.1,nt,urine
53029,munī,masc,monk; sage; seer; hermit; silent sage
53050,musā 3,ind,false; untrue; untruthful
53256,methuna 2,nt,sexual intercourse; sexual activity
53363,momuha,adj,very foolish; completely confused; totally deluded; entirely stupid
53364,momuhato,ind,as very foolish; as completely confused; as totally deluded; as entirely stupid
53798,yametamatthaṃ,sandhi,whatever this means; concerning this matter
54207,yehi 2,pron,from which; from whichever
54383,ragā,fem,name of one of the three daughters of Death
54515,ratana 1.4,nt,queen; woman
57394,saññā 2,fem,name; label; concept; idea; notion; impression; representation; symbol
57456,saññāviratta,adj,detached from perception; indifferent to concepts
58258,santi 1.1,fem,peace; calm; tranquillity
58284,santivāda,adj,promoting a doctrine of peace; professing peace
59908,samuggahīta 1,pp,embraced; accepted; chosen; taken up
60540,samphusituṃ,inf,to touch; to bring into contact (with)
63180,sīlabbata,nt,precepts and practices; ethics and observances; rites and rituals
63810,suti 1,fem,learning; sacred knowledge
66123,vadati 2,pr,disputes; argues; debates
66145,vadeti 1,pr,say; speaks; calls; describes (as)
66778,vāda 3,masc,debate; argument; disputation
66781,vāda 6,masc,doctrine; religious belief; belief system
66925,vārija 2,nt,lotus
67418,vicarati,pr,moves about (in); wanders about (in); roams (in)
68030,vidhā 1,fem,distinction; discrimination; categorization; conceit
68161,vinicchaya 1,masc,discrimination; distinction; evaluation; assessment
68836,viratta,pp,detached (from); without desire (for); become indifferent (to); lost interest (in)
69150,visama 2,adj,unequal; different
69350,visesī,adj,better; distinguished; attained; superior
69536,vivadati,pr,disagrees (with); disputes (with); argues (with); quarrels (with); conflicts (with)
69595,vivitta 1,pp,separated; detached; secluded; solitary; aloof
70229,veda 3,nt,knowledge; understanding; realization; insight
70233,vedagū,masc,who has perfect knowledge; who has complete understanding
71484,hoti 2,pr,exists (for)
77091,maññatī,pr,thinks; imagines; conceives; presumes; supposes
