id,pali,pos,meaning
965,accasarā,imperf,gave offence; transgressed; overstepped
1258,ajjhagā,imperf,got; obtained; achieved; experienced; became
1642,aññāya 1,ger,knowing; understanding; comprehending
1701,aṭṭīyati,pr,is troubled (by); is perturbed (by)
1702,aṭṭīyati harāyati jigucchati,idiom,"is troubled by, ashamed of and disgusted with; is distressed, disturbed and disgusted"
2738,atthi 2.1,masc,seeker; who wants; who needs; who desires
2856,adassana 4,nt,out of sight (of); disappearance (of); where one cannot be seen
2975,addasā,imperf,saw
3199,adhiṭṭhahāna,prp,concentrating (on); focusing (on); fixing one's attention (on)
3815,anariya 1,adj,ignoble; vulgar; coarse
3818,anariyadhamma,masc,ignoble nature; poor in character
3977,anānupuṭṭha,pp,unasked; unquestioned
6763,appa 2,adj,short; small; insignificant
7133,appevanāma,sandhi,it would be good if; perhaps; hopefully; if only
7553,abhikkanta 1,pp,superb; surpassing; excellent
7557,abhikkantadassāvī,adj,of excellent vision
9614,asassata,adj,not eternal; not endless; not perpetual
10660,avirujjhamāna,prp,not opposing; not clashing; not fighting
10764,avekkhanta,prp,seeing; regarding; viewing; considering
10841,ahañceva 1,sandhi,if I just; if I only
11105,ākirati 1,pr,stirs up; heaps up; kicks up
11206,āgamaṃ,aor,I myself have come
11207,āgamā 1,imperf,came (to); arrived (at)
11477,ātuma 1,masc,self; oneself; personality; individual
11709,ānantarika 1,adj,immediate; without delay; with no interval; with immediate results
12279,āyu 1,nt,life
13273,āhu,perf,they say
13334,iṅgha,ind,please!; come on!; go on!; move it!; check it out!
13484,itissa 1,sandhi,thus for him; thus to him
13716,idheva,sandhi,right here; just here; only here
13795,imassa 2,pron,of this; his
14829,uda vā,idiom,or; either
15468,upaccagā 1,imperf,passed by; escaped; went past
19773,katthaci 1,ind,somewhere; anywhere
20419,kayirā,opt,should do; could make
20420,kayirātha 1,opt,one oneself should make; one should do for oneself
20422,kayirāthenaṃ,sandhi,one should do it oneself; one must perform this oneself
21270,kāyika 1,adj,bodily; physical; related to the body
22379,kubbetha,opt,one oneself should do; one should make for oneself
