id,pali,pos,meaning
761,aṅga 3,nt,factor; component; element; quality; aspect
2598,attha 1.2,masc,benefit; profit; good; welfare
2696,atthasaṃhita,adj,profitable; meaningful; beneficial
2748,atthitā,fem,existence; idea of existence; fact of being present
3016,addhāna 1,nt,long road; highroad; journey
3019,addhānakkhama,adj,able to endure a journey
3207,adhiṭṭhāna 2,nt,standpoint; prejudice; bias; preconception
3661,ananuvajja,ptp,not blameworthy (for); praiseworthy (for); faultless (for)
3849,anavajja 1,ptp,irreproachable; faultless; blameless; innocent
4635,anupagamma 1,ger,avoiding; not going near
5643,anta 2,masc,end; side; extreme
6292,aparapaccayā,ind,independent of others; not relying on another
6762,appa 1,adj,few; not many; not much
7087,appābādha,adj,well; healthy; seldom sick
7928,abhinivesānusaya,masc,adhering and inclining; adherence and underlying tendency; settling in and inclination
8748,ayameko,sandhi,this is one
9726,asita 1.1,pp,eaten
15938,upaya 1,masc,approach; engagement
15955,upayupādāna,nt,engaging and grasping; approaching and clinging; going near and grabbing hold
15956,upayupādānābhinivesavinibandha,adj,"attached to engaging, grasping and clinging; shackled to going near, grabbing and holding"
16495,upeti 2,pr,enters; gets involved (with); engages (in)
16549,uppajjamāna,prp,arising; appearing; coming into being
16872,ubho,pron,both
17940,ettāvatā,ind,to this extent; to such a degree; so far
19217,kaṅkhati 1.1,pr,has doubt (about); is uncertain (about)
19255,kaccāna,masc,family name
21707,kittāvatā,ind,in what way?; to what extent?; in what respect?
23485,khama 2,adj,fit (for); capable (of); suitable (for)
23644,khāyita 1,pp,chewed (by); bitten (by); gnawed (by)
23990,khvāyaṃ,sandhi,indeed this; truly this
25782,caṅkama 1,masc,walking meditation; walking up and down (in meditation)
25792,caṅkamādhigata,adj,achieved by walking meditation; acquired on the walking path
26764,ciraṭṭhitika,adj,long lasting; enduring
27063,cetaso 2,masc,of mind
29299,tañcāyaṃ,sandhi,but this person
30942,tīhi,card,by three; with three
33715,dubbhāsita 1,adj,badly spoken; incorrectly said
34008,desenta 1,prp,preaching (to); teaching (to); explaining (to); pointing out (to)
34309,dvayanissita,adj,dependent on a duality; attached to two things
35325,na upeti 2,idiom,does not engage (in); does not get involved (with)
35541,natthi 2,pr,does not exist; no longer exists
35546,natthitā,fem,nonexistence; absence; fact of not being present
35711,nappaṭikaroti,pr,does not make amends; does not redress; does not remedy; does not correct oneself
36216,nādhiṭṭhāti,pr,does not stand firmly; does not take a stand; does not make up one's mind; does not fixate
42249,padhānakkhama,adj,capable of striving; able to make an effort; fit for exertion
43436,pariṇāma 1,masc,(of food) digestion
49768,bhāsita 2,pp,said (by); spoken (by); recited (by)
50718,majjha 2,masc,middle
53205,mettacittena,ind,kindly; friendlily
53612,yathādhammaṃ,ind,fairly; correctly; justly; legally
53899,yā,pron,whatever; whichever (woman)
54188,yebhuyyena,ind,mostly; almost all; more or less; generally; largely; by and large; for the most part
55990,lokanirodha,masc,ending of the world; cessation of the world; (comm) truth of cessation
56012,lokasamudaya,masc,source of the world; (comm) truth of arising
57121,sacca 1,adj,true; correct; accurate; honest; reliable
57555,saṇha 1,adj,(of speech) smooth; soft; gentle; mild; polite
58772,sabba 2,pron,everything; everyone; all
60765,sammappaññāya,fem,with correct understanding; with perfect wisdom
60787,sammā pariṇāmaṃ gacchati,idiom,is properly digested; is thoroughly digested
60799,sammādiṭṭhi 1,fem,right view; correct outlook; correct belief
62024,saṃhita,pp,connected (with); concerning; having
62414,sāyita 1,pp,tasted; savoured
64251,subhāsita 1,adj,well spoken; articulate; eloquent
66692,vācā 1,fem,speech; words; statement; talk
67452,vicikicchati 1,pr,has doubt (about); is uncertain (about)
