id,pali,pos,meaning
277,akuhaka,masc,who is honest; who is not deceitful; who is straight-forward; who is trustworthy
453,akhārika,adj,mild; not alkaline
560,agga 1.2,adj,most; very; extremely; superbly
1213,ajeguccha 1,adj,honourable; respectable; estimable; (comm) likeable
1228,ajjatana,adj,modern; related to today
1230,ajjatanāṃ,adj,modern; related to today
1618,aññātaka 1,adj,unrelated; not blood-related
2427,atula 1,masc,name of a man
2447,attakilamatha,masc,self-mortification; self-torture
2448,attakilamathānuyoga,masc,practice of self-mortification
3297,adhimuccati 2,pr,is settled (on); has made up one's mind (about); has faith (in); inclines (towards)
3586,anattha 1,masc,harm; misfortune; damage; injury; hurt
3596,anatthasañhita,adj,unprofitable; meaningless; unbeneficial
3955,anādariya,nt,disrespect (for); rudeness (towards); contemptuous (towards)
4209,anindita 2,pp,not blamed; not criticized
5249,anusārī 1.2,adj,following; motivated by; acting according to
6685,apihālu,adj,not covetous; not envious; not jealous
6943,appapurisa,adj,with few men
7476,abhabbatā,fem,impossibility (for); something incapable of happening (for)
7556,abhikkantatara,adj,more brilliant (than); more excellent (than); more wonderful (than)
8441,amaccharī 1,adj,free from avarice; not selfish; not stingy; not covetous
8664,ambila 1,adj,sour
8667,ambilagga,adj,predominantly sour
9252,aloṇika,adj,bland; not salty
12281,āyu 3,nt,long life; longevity
12899,āsītika 2,adj,eighty years old
12903,āsīna 1,pp,seated; sitting
13072,āvikattar,masc,who reveals (to); who divulges (to)
13625,idampi,sandhi,just this; this very; this exact
14830,uda 1.1,ind,either; or
15744,upanāhī,adj,resentful; who bears a grudge; who harbours enmity; who is vengeful; having rancour
17006,uras,masc,breast; heart; chest
17592,ekaputtaka,masc,only young son; single young boy
18315,okkanta,pp,entered; gone (into)
18561,ottappiya,nt,regret; shame in wrongdoing; respect for others
19347,kaṭuka 2,adj,bitter; acerbic
19351,kaṭukagga,adj,predominantly pungent; very spicy
20236,kamma 4,nt,action; deed; work (object)
20830,kahaṃ,ind,where?
21751,kimaññatra,sandhi,how except for?; what besides?; what apart (from)?
21842,kilamatha 1,masc,fatigue; tiredness; weariness
22464,kumbhatthenaka,masc,burglar
22796,kūṭeyya,nt,crookedness; fraud; deceit; trickery
23055,kodhana,adj,angry; irritable; cranky; crotchety
