id,pali,pos,meaning
1064,acchādeti 1.1,pr,dresses; clothes; give clothes (to)
1225,ajja,ind,today; now
1536,aññatra 2,ind,apart (from); aside (from); other (than); except (for); without
2737,atthi 1.2,pr,there are; they are
2794,atha 1,ind,then; also; and so; after that
2825,atho,ind,and then; or; after that; because of
3145,adhigacchati 1,pr,gets; finds; acquires; obtains
3544,anatta 1,adj,impersonal; not oneself; non-subjective; not suitable to identify with; coreless; essenceless
3872,anavasesa 1,adj,all; without exception
4127,anicca 1,adj,impermanent; inconstant; not lasting; discontinuous; disordered; unstable; unreliable; irregular
5680,antaraghara 1,nt,inner village; inhabited area
6447,aparihāna,nt,not deteriorating; not decreasing; non-declining; non-regressing (of)
7057,appavārita,pp,uninvited; not asked; unoffered
8014,abhibhū 1,masc,conqueror; victor; vanquisher; master (of)
8847,araññagata 1,adj,gone to the forest; gone to the woods
10106,assutavant,adj,unlearned; untaught; uninitiated; untrained
10198,avacuttha,aor,you all said (something) (to)
10394,avasissati,pr,remains; is left over
11178,āgantar 2,masc,returner (to); who comes back (to)
11229,āgāmī 1,adj,who returns; who comes back
11459,ātappa,nt,effort; exertion
11839,āpajjati 5,pr,causes; effects
12241,āyasmant 1,masc,sir; venerable; reverend
13466,iti,ind,thus; like this; this is; and so
13539,itthatta 1,nt,present state of existence; earthly existence; such an existence
14718,uttarichappañcavācā,fem,more than five or six sentences; more than five or six lines
15539,upaṭṭhāna 1,nt,attending (to); waiting on; serving
16176,upasussati,pr,dries up; withers; shrivels
16203,upassaya 1,masc,residence; quarters; compound
16446,upekkhaka,adj,mental poised; mentally balanced; equanimous; non-reactive; looking on; disregarding
17683,ekavihārī,adj,hermetic; who lives alone
17855,etad,pron,this
17868,etadavoca,aor,said this (to)
17869,etadahosi,sandhi,this (thought) occurred (to)
18006,esa,pron,this; he; it
18217,ehi tvaṃ,idiom,come you! come on!
19594,kata 1,pp,done; did; completed
20466,karaṇīya 2,ptp,should be done; must be done; ought to be made; to be observed
20639,kalyāṇa 1,adj,good; favourable; propitious; beneficial; lovely
20651,kalyāṇadhamma,adj,good-natured; upright nature; of solid character; virtuous
21132,kāya 1.2,masc,group; host; company; collection; multitude; mass
21481,kālena,ind,timely; at the right time; at an appropriate moment
21658,kiñci 2,pron,some; something; anything
22809,keci 1,pron,whoever; whatever; whichever; some; any
22919,ko,pron,who?; what?; which?
23956,khemī,adj,at peace; safe; secure
23966,kho,ind,indeed; surely; certainly; truly
24506,garu 3,adj,respected; esteemed
24508,garu 5,masc,respect; honour
24555,garuṃ karoti,idiom,honours; esteems; respects
25662,ca 2.1,ind,and; both
25717,cakkhu 1,nt,eye
25746,cakkhumant 2,masc,person with sight; who can see
26128,cattāro,card,four (4)
26775,cirapabbajita,adj,ordained long ago; of long standing as a monastic
26877,cīvare vikappaṃ āpajjati,idiom,causes an alteration to the robe; suggests an improvement of the robe
26896,cuta 1.1,pp,passed away; died
27021,ce 1,ind,if
28313,jānāti 1,pr,knows; understands
28666,jeṭṭha 1,adj,first; elder; eldest; foremost
30060,tamhā,pron,from that
30134,tasa,adj,moving; mobile; (comm) with craving
30212,taṃ kiṃ maññasi,idiom,what do you think about that?; what's your opinion on this?
30217,taṃ 2.1,pron,you (object)
31216,tena 1,pron,with him; by him; with that; by that
31320,tesu,pron,in those; in them; among them; among those
31383,tvaṃ 1,pron,you (subject)
31486,thāvara 1,adj,stationary; stable; immobile; arahant; (comm) without craving
31688,dakkhati 1,pr,sees; finds
31832,dadāti,pr,gives; offers; donates; grants (something to)
32149,dassī 2,adj,who sees; who knows; who perceives; who understands
32246,dātar 1,masc,giver; donor (of)
32324,dāra,masc,wife
32695,divā,ind,by day; during the day
32696,divā ca ratto ca,idiom,by day and night; all day and night
34001,deseti 1,pr,preach (to); teaches (to); explains (to)
34038,devatā,fem,deity; god
34459,dve 1,card,two (2)
34631,dhamma 1.06,masc,matter; thing; phenomena
35994,nahāru,masc,tendon; sinew
36907,niggayhavādī,adj,who reproves; who rebukes; who blames
36976,nicca 1,adj,permanent; lasting; ordered; stable; reliable; immutable
37245,niddisi 1,aor,indicated; pointed out; designated; appointed
37299,nidhi 1,masc,treasure; trove; hoard
38204,nisīdati,pr,sits (on); sits down (in)
39272,pacālaka 1,adj,swinging; swaying; shaking; nodding
39992,paññavant,adj,wise; intelligent; discerning; insightful; percipient
40071,paññāya 2,fem,by wisdom; with intelligence; by understanding; with insight
41608,paṇḍita 2,masc,sage; intelligent person; wise man; smart person
42477,pabbajita 2,pp,ordained (from); renounced (from)
43321,paricarati 3,pr,enjoys; indulges; has sex with
43452,pariṇāyaka 2,masc,leader; who shows the way
43900,parimuccati,pr,is completely freed (from); is totally liberated (from); escapes (from)
44688,pasāreti 1,pr,stretches out; straightens; extends
44739,passati 2,pr,understands; gets
44810,pavaḍḍhati 1,pr,increases; develops; grows
44846,pavattar 1,masc,proclaimer; propagator; disseminator (of)
45358,pāṇabhūta 1,nt,living being
46096,pitar,masc,father
46098,pitari 1,masc,in father; towards father
46170,piya 1,adj,dear (to); beloved (by); loved (by)
46519,puñña 1,nt,merit; good deed; spiritual wealth
46631,puttadāra 1,masc,wife and kids
46920,pubbe 1,ind,before; previously; formerly; in the past
47031,purisa 1,masc,man; male; person
47094,purisaviggaha,masc,male; male human being
47176,pūjeti 1,pr,reveres; honours; respects
48017,balavant 1,adj,strong; powerful
48045,balibadda,masc,ox; bull
48317,bāhā 1,fem,arm; forearm
48380,bāhu,masc,arm; forearm
48388,bāhuppacālakaṃ,ind,swinging the arms; swaying the arms
48943,brahmacārī 2,masc,celibate man; who abstains from sexual intercourse
49092,brūmi,pr,I say; I tell you; I call
49139,bhagavant 1,masc,Sublime One; Blessed One; Fortunate One; Auspicious One; epithet of the Buddha
49178,bhajati 1.1,pr,associates (with); keeps company (with)
49337,bhadante,masc,venerable; reverend
49695,bhātar,masc,brother
49818,bhāvanīya 1,ptp,respected; honoured; worthy of esteem
49868,bhikkhave,masc,monks
49870,bhikkhavo 2,masc,o monks
49885,bhikkhu,masc,monk; monastic; mendicant; fully ordained monk
49917,bhikkhuno 1,masc,for a monk; to the monastic
50150,bhūta 03,nt,being; living being; entity
50382,bhojana 2,nt,eating; taking food
50621,maccu,masc,death; Death
50807,maññati 1,pr,thinks; imagines; conceives; presumes; supposes
50951,mattaññū,adj,knowing the correct measure (in); knowing the limit (in); moderate (in)
51140,manāpa 1,adj,pleasant; likeable; attractive; agreeable
51989,mahāsena,adj,with a great army; having a mighty military
52116,maṃsalohita,nt,flesh and blood
52122,mā avacuttha,idiom,(all of you) don't say; don't speak
52177,mātari,fem,in mother
52179,mātāpitar,masc,mother and father; parents
52216,mātugāma,masc,woman; female; women in general; womankind
52254,mādisa,adj,like me; resembling me
52256,māna 1.1,masc,pride; conceit; egotism; superiority; comparing oneself
52331,māneti,pr,honours; reveres; holds in high esteem; (comm) loves
53286,medhāvī,masc,intelligent man; wise man; who has good judgment
53738,yadā,ind,when; whenever
53840,yasmiṃ samaye,idiom,whenever; at whichever time
53873,yaṃ 2,pron,whoever; whatever; that which
54156,ye keci,idiom,whatever; any whatsoever; everything; all; all those
54158,ye 1,pron,whoever; whatever; whichever; those who
54549,rattaññū,adj,old; experienced; of long standing
54596,ratto,ind,by night; at night
55063,rukkhamūlagata,adj,gone to the foot of a tree
55153,rūpa 3,nt,(object of the eye) form; material form; shape; sight; appearance
56420,sakkaroti,pr,honours; esteems; respects
56910,saṅgara 1,nt,dealing; bargaining; negotiating; transacting (with)
56913,saṅgaha 1,masc,support (of); maintenance (of); looking after
57013,saṅghapariṇāyaka,masc,leader of the community
57015,saṅghapitar,masc,father of the community; community elder
57376,saññatta 1.2,pp,instructed; informed
57641,satimant 1,adj,mindful; fully present; attentive
57676,satta 2.1,masc,being; living being; creature
57880,satthar 1,masc,master; teacher
57901,satthārā,masc,by the teacher; with the master
57946,sadā,ind,always; ever; all the time
58994,sabbavidū 1,adj,all-knowing; omniscient
59010,sabbābhibhū,adj,all conquering; victorious over everything
59841,samiñjita 2,pp,bent back; folded back; flexed back
62637,sāvakasaṅgha,masc,community of disciples
63230,sīlavant,adj,virtuous; ethical; moral
63548,sukhavihārī,adj,who lives at ease; who lives comfortably; experiencing bodily pleasure; abiding in sublime pleasure
63564,sukhitatta,adj,happy; easy going; (comm) with pleased mind
63572,sukhī 2,masc,happy one; who is at ease; who is happy; who is comfortable
63746,suññāgāragata,adj,gone to an uninhabited place; gone to an empty dwelling
64312,sumedha 1,adj,wise; sage
64642,suve,ind,tomorrow
64953,seyyathāpi,sandhi,just like; as if; imagine if
65082,so 1.1,pron,he; that person; that thing
65715,vajjadassī,adj,who sees fault
66665,vā 1,ind,or; either or
67107,vikappa 1.1,masc,alteration (to); improvement (to); distinction (regarding)
67800,viññū 1,adj,wise; intelligent; discerning; knowledgeable
67983,vidū 1,adj,wise; knowing; understanding
69713,vihārī,adj,(of a state of being) living in; who has; being
70418,veyyāvaccakara,masc,steward; helper
70790,hata 2,pp,killed (by); slain (by)
71281,hirimant,adj,having a conscience; with scruples; with an internal sense of right and wrong
