id,pali,pos,meaning
561,agga 1.3,nt,tip; top; peak
759,aṅga 1,nt,part of the body; limb
781,aṅgamaṅgāni,nt,limb by limb; all the limbs
2500,attano 1,masc,for self; for oneself; to oneself
2599,attha 1.3,masc,purpose; use; function; goal
2729,atthāya 1,masc,for the purpose (of); for the sake (of); for the benefit (of)
3543,anatīta,pp,not past; not free from; not exempt; unavoidable; subject to
3734,anabhāva,masc,obliteration; annihilation; total destruction
3739,anabhāvaṃkata,adj,utterly obliterated; totally annihilated
4411,anuggaha 2.1,masc,support; help; assistance
4673,anupaddava,adj,safe; free from danger; uninjured; unafflicted
4708,anuparidhāvati,pr,runs around; circles around; rotates around
4727,anuparivattati 1,pr,circles around; revolves around; rotates around
4936,anuppāda,masc,non-arising; non-appearance; not coming into existence
4937,anuppādadhamma,adj,never arising again
4963,anubandhitabba,ptp,should be followed (by); should be trailed (by)
5056,anumodati 1,pr,approves (of); appreciates; applauds; is pleased (by)
5491,anūhata,pp,not destroyed; unimpaired; not uprooted
5642,anta 1,masc,end (of); limit (of); finish (of); conclusion (of)
5651,antakiriyā,fem,relief (from); making an end (of); ending
5720,antarā 3,ind,inside; within; internally
6659,api 1.3,ind,if; even if
6916,appatvā 1,abs,having not reached; having not arrived (at)
7640,abhijānāti 4,pr,clearly remembers; accurately recalls
7679,abhiññā 1,fem,direct knowledge; higher understanding; specialized knowledge
7847,abhinipphanna,pp,accomplished (by); attained (by); materialized (by); produced (by)
10273,avatthu,adj,without base; without grounds; without foundation
10480,avikkhepa,masc,calmness; tranquillity; mental balance; non-distraction
10594,aviddasu 1,adj,ignorant; foolish; idiotic
12355,āragga,nt,pin-point; needle-tip; awl-point
12433,ārā 2.1,fem,awl; needle
12800,āsabhī,adj,lordly; imposing; bold
13069,āvi,ind,openly; in full view; face to face
13070,āvi ceva raho ca,idiom,openly and even in private
13932,iva,ind,like; as
14367,ucchinna,pp,broken off; cut off; severed
14370,ucchinnamūla,adj,cut at the root; eradicated at the source
15039,udāhu,ind,or (second part of a question)
15150,uddesa 7,adj,intended for; designated for
15877,upapanna 3,pp,possessed (of); having; with a
16815,ubhato,ind,both; on both sides (of); in both ways; dually
