id,pali,pos,meaning
468,agacchi,aor,went; travelled (to)
648,aggi,masc,fire
840,aṅgulimāla,masc,name of an arahant monk
1849,aṭṭhāsi 1,aor,stood; stayed; remained
2736,atthi 1.1,pr,there is; there exists
2788,atha kho 1,idiom,then; and then; after that
5083,anuyuñjati 2,pr,indulges (in); is addicted (to)
6692,apucchi,aor,asked; enquired (somebody about)
7510,abhāsi 1,aor,spoke; said
7791,abhinandi 1,aor,delighted (in); was pleased (with); approved (of); was happy (with); relished
8148,abhisaṅkharoti 2,pr,does; performs
8575,amu,pron,(of person or place or thing) that; such; so and so
8690,amha 1.1,pr,we are
8702,amhi,pr,I am
8972,ariya 1,adj,noble; distinguished; of an awakened being; of the Buddha
9100,aroga,adj,healthy; free from disease
9719,asi 2.1,pr,you are
10921,ahu 1.1,aor,was
10964,ahosiṃ,aor,I was
11836,āpajjati 2,pr,arouses; exhibits; produces; brings into being
12086,āmantesi,aor,addressed; said (to); advised
12243,āyasmā,masc,venerable
12698,āloka,masc,light; brightness; clarity
12877,āsi 1.1,aor,was
12891,āsiṃ,aor,I was
13686,idha 1,ind,here; now; in this world
13855,isi,masc,seer; sage
14954,udapādi 1,aor,arose (for); sprung up (for)
15660,upadduta,pp,afflicted (by); troubled (by); persecuted (by); oppressed (by); tyrannized (by)
15855,upapajjati 1,pr,is reborn (in); re-arises (in)
16090,upasaṅkami,aor,approached; drew near; went (to)
17613,ekamantaṃ 1,ind,to one side; aside
18134,evaṃ 1,ind,thus; this; like this; similarly; in the same manner; just as; such
20078,kappati,pr,it is suitable (for); it is proper (for); it is fitting (for); it is allowable
20404,kammunā,nt,by action; by deed; by doing
20791,kassaka,masc,farmer; ploughman
21294,kāraka 2,masc,builder
22623,kusala 4,nt,good; benefit; merit; good deed; doing good
23381,khattiya 2,masc,man of the ruling caste; high caste man; nobleman
23437,khandha 1,masc,mass; heap; pile; volume; aggregation
24615,gaha 2,nt,house
24621,gahakāraka,masc,house builder; mason; carpenter
27224,cora,masc,thief; robber
29318,taṇḍula 1,masc,dehusked rice; (comm) grain from grass
29605,tatra 1,ind,there; in that place
30807,tila,nt,sesame seed
30985,tuṇhī ahosi,idiom,was silent; remained quiet
30989,tuṇhī 3,ind,silent; quiet
32428,diṭṭha 1.1,pp,seen; found; visible
34211,dosa 1.1,masc,aversion; ill-will; hate; hatred
34513,dhaja 1,masc,flag; banner
37679,nibbindati 1,pr,is dis-enchanted (with); is disinterested (in); is disillusioned (by); loses interest (in); is dispassionate (towards)
38218,nisīdi 1,aor,sat (on); sat down (in)
39192,paggaṇhāti 2,pr,holds out; raises up
39413,paccassosi,aor,replied (to); agreed (with); assented (to)
40441,paṭijānāti 4,pr,makes the claim (of); claims (to be); supposes ones is
40522,paṭipajjati 2,pr,practices; follows a course of action; follows a method
42332,panūdati,pr,dispels; drives out; rejects; pushes away
43744,paribbājaka,masc,homeless spiritual seeker; wandering ascetic
47111,pure 2,ind,formerly; previously; in the past
47378,pessaka 1,masc,messenger
47973,bala 1,nt,strength; power; might
48801,byākāsi 1,aor,answered; replied
48810,byādhi,masc,sickness; disease; illness
49137,bhagavato 2,masc,of the Buddha
49227,bhaṇati 1,pr,speaks; says; tells
49605,bhavaṃ 1,masc,venerable; respectable person; honourable person
49767,bhāsita 1,nt,saying; speech; statement; utterance; talk; words
49796,bhāvanā 1,fem,developing; cultivating; meditating
50496,magga 2,masc,way; means; method
52492,māsa 2.1,masc,bean
52807,mugga,masc,mung beans
53022,muni 1,masc,monk; sage; seer; hermit; silent sage
54351,rakkhati 1,pr,protects; watches over; guards (something against)
54789,rāga 1.1,masc,desire; passion; lust; greed (for); infatuation (with)
55021,rāhula,masc,name of an arahant monk; Buddha's son
55973,loka 2,masc,world; plane of existence
56270,saka 1,adj,one's own; my own
56554,sagga 1.1,adj,heavenly
56770,saṅkhāra 3,masc,mental formation; mental activity; thought processes; fourth of the five aggregates
57122,sacca 2,nt,truth; epithet of Nibbāna
57616,sati 1.2,fem,mindfulness; presence; recollection; awareness
58259,santi 2.1,pr,they are; there are; they exist
59623,samādhi 1,masc,perfect peace of mind; stability of mind; stillness of mind; mental composure
59985,samudaya 1,masc,source; origination; appearance (of)
60931,sammodi,aor,greeted; exchanged pleasantries; had a friendly conversation (with)
61887,saṃvara 2,masc,control (over); restraint (of); holding back (of)
61899,saṃvaraṃ āpajjati,idiom,restrain oneself; holds oneself back; exercises restraint
62578,sāli,masc,fine rice
62947,sippika 1.1,masc,craftsman; artisan
63563,sukhita,pp,pleased; delighted; blessed; comforted; happy
63624,sugati,fem,good destination; happy fate
65197,sota 1.1,masc,stream; river; current
66729,vāṇija,masc,trader; dealer; merchant
69305,visuddhi 1.1,fem,purity (of); purification (of); holiness
69478,vissuta,pp,famous; renowned; heard of far and wide
69963,vīhi,masc,rice paddy; Oryza sativa
71483,hoti 1,pr,is; becomes
71494,hotha,imp,may you all be!; you all must be!; I pray you all may be!
71496,hontu,imp,may they be!; they must be!
71499,homa 2.2,pr,we are
77100,chindati 5,pr,cuts across; breasts; fords
