id,pali,pos,meaning
401,akkhātar,masc,speaker (of); who tells (about); who speaks (about); who expresses (about)
548,agilāna 1,adj,not sick; healthy
852,acakkhuka,adj,sightless; visionless
1170,ajānanta,prp,not knowing; being ignorant (of)
1173,ajānaṃ,prp,not knowing; not understanding
1279,ajjhattaṃ,ind,internally; inwardly; personally
1508,aññatara 2,pron,one (of); either one (of)
1524,aññatitthiya,adj,who belongs to another sect; who follows another religion
2433,atta 1.1,masc,self; soul; spirit; essence
2598,attha 1.2,masc,benefit; profit; good; welfare
2625,atthaṅgata 1,pp,(of the sun) set; gone down
2630,atthaṅgate sūriye,idiom,after sunset
2790,atha ca pana,idiom,and yet; but still
2795,atha 2,ind,but; rather; even
2889,adinna 1.1,nt,which is not given; something not offered
2895,adinnaṃ ādiyamāna,idiom,taking something which is not offered
3941,anātura,adj,healthy; free from suffering
3992,anāpucchanta,prp,not asking permission; not taking leave; not informing (somebody about)
4221,anibbisanta,prp,not understanding; not penetrating; not finding; not getting hold (of)
4588,anudhāvati 1,pr,runs along; sprints along
4817,anupādiyanta,prp,not attaching (to); not taking as mine; not grasping (onto); not clinging (to); not taking possession (of)
5328,anussaranta,prp,remembering; recollecting; keeping in mind
5492,aneka,adj,many; various; countless
5495,anekajāti,adj,with many births; having multiple lives
5738,antarāyika,adj,obstructive (for); blocking; impeding
5885,andha 1.2,adj,blind; sightless; visually impaired
6162,apattamānasa,adj,who has not achieved one's aim; who has not fulfilled one's intention; (comm) not reached the state of arahant
6358,aparitassanta,prp,being unperturbed; being unshaken
6529,apassanta,prp,not seeing; not noticing; not aware
6536,apassaṃ,prp,not seeing
6766,appaka 2,nt,few things; few people; small amount
6981,appamāda,masc,alertness; care; carefulness; caution; vigilance; diligence; conscientiousness; heedfulness
7978,abhippamodayanta,prp,gladdening; pleasing; satisfying
8200,abhisandeti,pr,fills up; fills to the brim; overflows; drenches
8583,amutra,ind,there; in such-and-such a place
8595,amūsaṃ 2,pron,of such and such; of those people
9183,alameva,sandhi,it is enough (to); it is quite enough (to); that's quite sufficient (to)
9391,asati 1.1,prp,when isn't; when not existing
9450,asante,prp,when there isn't; when not existing; when does not exist
9512,asamanupassanta,prp,not seeing; not perceiving
10008,assasati,pr,inhales; breathes in
10011,assasanta,prp,inhaling; breathing in
10699,avivadamāna,prp,not disputing; not quarrelling
10988,ākaṅkhati,pr,wishes (for); wants; desires; aspires (for)
10991,ākaṅkhamāna,prp,wishing (for); desiring (for); seeking (for)
11484,āturakāya,adj,sick in body; physically unhealthy
11595,ādiyamāna,prp,taking; grabbing; stealing
11643,ādeti 1,pr,takes; grasps; gets; acquires
11846,āpajjanta 1,prp,arousing; exhibiting; producing; bringing into being
12528,ārogya 1,nt,health; wellness; freedom from disease
13168,āha,perf,said
13225,āhāra 1,masc,food (for); fuel (for); sustenance (for); nutriment (for); (comm) condition
13452,itara 2,pron,rest of
13515,ito 2,ind,(of place) from here; away from
13628,idaṃ 1,pron,this; this thing
13792,imasmiṃ 2,pron,when this
13796,imassuppādā,sandhi,from the arising of this; when this arises
13798,imaṃ,pron,this; this person; this thing
13818,ime,pron,these
13821,imesaṃ 1,pron,for these; for them; for those
13826,imehi 2,pron,from these
14631,uttama 1,adj,best; highest; ultimate; supreme; top
15215,uddharāpeti,pr,causes to remove; makes take away; causes to pack up
15440,upaghātī,adj,who injures; who harms
15860,upapajjamāna,prp,being reborn; re-arising
16221,upavadati 1,pr,blames; criticizes; finds fault (with)
16365,upādiyati,pr,grasps; holds (onto); clings (to); takes possession (of)
17776,ekuddesa,adj,(vinaya) following one Pātimokkha
17888,etasmā 1,pron,from this
17890,etasmiṃ,pron,in this; in this person
17903,etāni 1,pron,these
17919,ete 1,pron,these; these people; these things
17927,etesaṃ 2,pron,of them; of these
18119,evarūpī,adj,of such kind; of such quality
19059,ovadati,pr,advises; instructs; admonishes
19695,kati,pron,how many?
19719,katīhi,pron,by how many?
20982,kāmacchanda,masc,interest in sensual pleasure; sensual desire (for); sensual impulse (for)
21094,kāmāsava,masc,effluent of sensual pleasure; oozing sensual desire
23826,khudda,adj,small; minute; tiny
24045,gacchanta,prp,going; walking; travelling
24051,gaccheyya,opt,could go; would move; would walk
24601,gavesanta,prp,seeking; searching (for); looking (for)
24620,gahakāra,masc,house builder; mason; carpenter
24722,gaḷanta,prp,flowing; dripping; trickling; oozing
26285,caramāna,prp,walking (in); walking about (in); wandering around (in); going around (in)
26291,caraṃ,prp,walking; travelling
26360,cavamāna,prp,falling away; dying
27906,janā,masc,men; people; population
28150,jāgara,adj,awake; alert; lucid
28154,jāgaranta,prp,awake; staying awake; alert; watchful; lucid
28297,jānato passato,idiom,when knowing and seeing; for one who knows and sees
28304,jānanta,prp,knowing; being aware (of)
28311,jānaṃ 1,prp,knowing; understanding; being aware of
28353,jāyati 2,pr,arises (for); is produced (for)
29709,tathārūpa 1,adj,such; such kind; of such quality; so formed
30165,tassa 3,pron,when he; when it
30258,tādisa,adj,such; like that (of); of such character; of such quality; kind (of)
30430,ti 1,card,three (3)
30495,tiṭṭhanta 1,prp,standing (in); standing still
30501,tiṭṭhaṃ,prp,standing; staying still
30730,tiyojanaparamaṃ,ind,for three yojanas at the most; not more than sixty kilometres
30918,tīra,nt,shore; riverbank; beach
31316,tesaṃ 2,pron,their; of these; of them; of those
32486,diṭṭhigata,nt,(wrong or false) belief; misconception; theory; dogma; doctrine
32606,dibba,adj,divine; heavenly; celestial
32774,dīghaṃ,ind,for a long time; deeply
34639,dhamma 1.14,masc,act; practice
36537,nālaṃ 3,ind,not enough (to); it is not enough (for)
36544,nāsakkhi,aor,was unable (to); was incapable (of); was not possible (to)
39078,pakkamanta,prp,going away (from); leaving (from); departing (from)
39595,pacchato 2,ind,behind; backwards
39695,pajā 2,fem,people; population; generation; mankind
39702,pajānāti,pr,knows; knows clearly; understands; distinguishes
39950,pañcupādānakkhandhā,masc,five heaps that are clung to; five grasping groups
40337,paṭiggahetvā 2,abs,having received; having accepted
40952,paṭisevanta 1,prp,practising; indulging (in); engaging (in)
41961,patthayamāna 1,prp,wishing (for); aspiring (for)
42476,pabbajita 1,masc,monk; monastic; renunciant; renunciate
42854,para 1,pron,other; another (person)
42909,parattha 1.1,masc,benefit of others
43463,paritassati,pr,is perturbed; is shaken; is agitated; is anguished
43594,parinibbāyati 1,pr,(of mental defilement) is completely quenched; is entirely emancipated; is completely cooled
43665,paripucchati,pr,asks about; questions; enquires; interrogates (somebody about)
44129,parisujjhati,pr,is purified (by); is cleansed (by)
44305,parivīmaṃsā,fem,thorough investigation; complete examination
44753,passanta 1,prp,seeing
44770,passasati,pr,exhales; breathes out
44771,passasanta,prp,exhaling; breathing out
44778,passaṃ,prp,seeing
44881,pavana 1.1,nt,woodland; forest
44953,pavicaranta,prp,examining; investigating; considering carefully
45734,pāragāmī 1,adj,who crosses over; who goes to the other shore
46739,punappunaṃ,ind,repeatedly; again and again
46825,pubbaka 1,adj,ancient; of old; former
46957,purato,ind,in front (of)
47719,phāsu 3,ind,easily; comfortably
48738,byatta,pp,experienced; learned; competent; trained; (comm) with clear understanding
49101,brūhi,imp,say!; tell!; speak!
50271,bheda 3,masc,schism; split; breakup; disunion
50587,maṅgala 1,nt,what is auspicious; blessing; good omen; prosperity
50643,macchagumba,masc,school of fish
53536,yato 2,ind,since; because; due to the fact that; on account of which
53773,yamaka 2,masc,name of a monk
54031,yāvatā 1,ind,as long as; as far as; of all; to the extent that
54168,yena 2,ind,because of; because of which
54217,yogakkhema,masc,(spiritual) safety; security; sanctuary
54240,yogī,masc,meditator; practitioner
54430,rajas 1,masc,(mental) impurity; defilement
56186,lohita 1,nt,blood
57113,sace,ind,if
57617,sati 2.1,prp,when is; when exists
57673,sato,prp,when being; when is; when are
