id,pali,pos,meaning
97,akampi,aor,shook; trembled; wavered; was disturbed
231,akuppa 1,ptp,unshakeable; unwavering; unassailable
2717,atthaveda,masc,inspiration from the meaning; (comm) inspiration from the commentary
4053,anāsava 1,adj,free from the effluents; taint-less; undefiled; epithet of Nibbāna
5694,antaradhāyati,pr,disappears; vanishes
5898,andhakāra 1,masc,darkness; blackness; blindness
6020,apakkanta,pp,departed (from); left; strayed (from); veered away (from)
6782,appaccaya 1.2,masc,indignation; outrage; bitterness
7103,appiccha,adj,with few wishes; wanting little; having few needs; modest
8165,abhisajjati 2.1,pr,loses one's temper; curses angrily; abuses; swears; (comm) sticks
8190,abhisanda,masc,outcome; outflow; stream
8454,amata 1.1,nt,deathless state; immortality; epithet of Nibbāna
8482,amatogadha,adj,flowing into the deathless; immersed in the deathless; (comm) ending in Nibbāna
9061,aruṇa 1,masc,red light; reddish colour in the sky; rosy fingered dawn
10498,avicāra,adj,free from discursive thought
10579,avitakka,adj,free from thinking; without thought
10702,avivāda,masc,not quarrelling; non-dispute; no argument; harmony; peace
10972,aṃsa 2.1,masc,shoulder; shoulder-blade
11522,ādāya 1,ger,taking
11689,ādhipateyya,nt,authority; influence; power; determining factor
12401,ārabhituṃ 1,inf,(of energy) to arouse
12746,āsaṅga,masc,robe; cloak
13433,iṇa,nt,debt; loan
14138,uggacchanta,prp,(of the sun) rising; ascending; coming up
14478,ujjhāyati,pr,finds fault; looks down upon; thinks badly of
14659,uttara 2.01,adj,higher (than); superior (to)
15228,uddhasta 1,pp,risen; appeared
15230,uddhaste aruṇe nandimukhiyā rattiyā,idiom,when the rosy smile of dawn was rising; when dawn had risen and the night had a cheerful face
16164,upasaṃhita 1,pp,connected (with); concerning; to do (with); based (on)
17770,ekībhāva 1,masc,unity; harmony; becoming one
17823,ekodibhāva,masc,singleness; integration; unification
17861,etadattha 1,masc,this is the purpose (of)
18372,ogadha 1,pp,immersed (in); absorbed (in); plunged (into)
19286,kacchamāna,prp,being spoken; being talked about
20301,kammanta 1,masc,work; business activity
22037,kīva,ind,how far?; how much?
22100,kukkuccaka,adj,principled; conscientious; scrupulous
22668,kusalābhisanda,masc,outflow of good; wholesome result; stream of merit
23084,kopa 1,masc,anger; wrath; rage; temper
23732,khiyyati,pr,criticises; complains (about)
24452,gambhīra 3,adj,profound; abstruse; hard to fathom
24459,gambhīrattha,adj,with deep meaning; profound in implication; whose meaning is profound
24515,garukaraṇa,adj,which creates respect; which makes one revered
27053,cetas,masc,mind; thought; intention
27524,chayime,sandhi,these six
29674,tathāgatappavedita,adj,preached by the Realised One; proclaimed by the Such Become
29676,tathāgatabhāsita,adj,spoken by the Buddha; preached by the Buddha
33839,dussīla 1,adj,unprincipled; immoral; of bad behaviour
33898,dūra 1,adj,far away (from); distant (from)
33996,desiyamāna,prp,being preached (by); being taught (by); being explained (by)
34924,dhammaveda,masc,inspiration from the teaching; enthusiasm from the Dhamma
34993,dhammūpasaṃhita,adj,connected with the teaching; concerning the Dhamma; for the Dhamma
35648,nandimukhī,adj,happy faced; bright faced; with a cheerful expression
36759,nikkhanta 2,pp,elapsed; passed; finished; over
37196,nidāna 4,nt,background story; narrative setting; introductory tale
37589,nibbānapariyosāna,adj,culminating in Nibbāna; finishing with extinguishing; (or) having Nibbāna as conclusion
39543,paccuppanna 1,pp,present; presently arisen; existing; current
39554,paccūsa,masc,before dawn; early morning
39557,paccūsasamayaṃ,ind,before dawn; early in the morning
40109,paññāvimutti,fem,liberation by understanding; emancipation by insight
40127,paññuttara,adj,with wisdom as chief characteristic; having understanding as the highest
41806,patitthīyati,pr,is stubborn; is obstinate; is pig-headed; is resistant
42383,papañcasaññāsaṅkhā,fem,"proliferation of opinions, concepts and constructs; (or) classification of diverse perceptions"
42397,papañceti,pr,proliferates (about); forms various opinions (about)
42844,payojeti 1,pr,(of work) engages (in); undertakes; takes (on)
45017,pavedita,pp,taught; explained; proclaimed; made known
45450,pātukaroti 1,pr,displays; manifests; shows
45453,pātubhavati 1,pr,appears (to); manifests (for); becomes evident (to)
46178,piyakaraṇa,adj,which create affection; creating friendship; which make one loved
46559,puññābhisanda,masc,stream of merit; meritorious result; outflow of goodness
49788,bhāva 1,masc,state; condition; characteristic; nature
51909,mahārāja,masc,great king; supreme ruler
53318,mogha,adj,useless; pointless; futile; ineffective; unprofitable; vain
53320,moghapurisa,masc,fool; worthless man; useless person; stupid person
55550,lajjī,adj,who has conscience; sensitive
55986,lokadhātu,fem,world system; world sphere
56062,lokuttara,adj,supra-mundane; transcendental
56751,saṅkhā 2,fem,definition; classification; concept; category
56915,saṅgaha 3,masc,mainting relationships; support
57176,sacchi,adj,personal; with one's own eyes; witnessing for oneself
57611,satādhipateyya,adj,ruled by mindfulness; governed by awareness; (or) having mindfulness as controlling influence
58070,saddhā 2,fem,confidence (in); assurance (in); conviction (in)
58082,saddhāpabbajita,adj,who ordained out of confidence; who went forth with faith
59632,samādhija,adj,born from stable mind; produced by samadhi
59830,samijjhati,pr,achieves; succeeds; prospers; works out well
59991,samudayadhammānupassī,adj,seeing the arising of phenomena (in); (or) contemplating the nature of arising (in)
59999,samudayavayadhammānupassī,adj,seeing the arising and disappearance of phenomena; (or) contemplating the nature of arising and disappearance
60009,samudācarati 2.1,pr,overwhelms; assails; assaults; (comm) occurs
60365,sampasādana 1,nt,calming; tranquillising; pacifying; settling
61456,sahassī,adj,numbering one thousand; containing one thousand
62290,sāmaggī 1,fem,concord; unity; peace; harmony
62657,sāvatthinidāna,nt,(this) occurred at Sāvatthī
62731,sikkhākāma,adj,desiring to train; wanting to practice
63152,sīlakathā,fem,talk on ethical conduct; discussion about correct behaviour
63537,sukhassāhāra,masc,cause for comfort; support for ease
63734,suññatā,fem,emptiness; voidness; non-subjectivity
63735,suññatāpaṭisaṃyutta,adj,about emptiness (of a self); regarding non-subjectivity
63836,suttanta 1,masc,discourse; teaching; instruction
64519,sussūsati,pr,wants to hear; wishes to listen
64759,sūriya 1,masc,sun
66319,vaya 1,masc,disintegration; decay; disappearance; dissolution; vanishing
66328,vayadhammānupassī,adj,seeing the disappearance of phenomena; (or) contemplating the nature of disappearance
67428,vicāra 1,masc,"consideration; exploring, examination; pondering"
67804,viññeyya 2,ptp,could be known; should be recognized
67846,vitakkavicārā,masc,thinking and investigating; thought processes; inner dialogue
68429,vipāceti,pr,spreads about; circulates; discusses widely
68746,vimuttisāra 1,adj,centred in liberation; having liberation as essence; with release at the core
70227,veda 1,masc,joy; inspiration; excitement; uplifting emotion
75761,pacchima 1,adj,last; final
78590,etadattha 2,adj,having this purpose; with this goal
80522,imasmiñca 2,sandhi,and when this
