id,pali,pos,meaning
2603,attha 2.1,masc,need (for); want (for)
4036,anālaya 1,masc,non-clinging; non-attachment; non-reliance; unstuck; epithet of Nibbāna
4524,anuttara,adj,highest (of); unsurpassed (by); incomparable (to); superior (to)
6258,apara 1,adj,another; after; further; next
6463,aparena samayena 1,idiom,at another time; later
8943,arahaṃ,masc,awakened being; fourth stage of the path
9175,alamariya,adj,suitable for a noble person; worthy of an awakened being
9177,alamariyañāṇadassanavisesa,masc,distinction in knowledge and vision suitable for a noble person; attainment of understanding and insight proper for a noble one
9869,asesa,adj,complete; without remainder
10520,avijjā,fem,ignorance; illusion; not knowing; not understanding
11040,ākāsa 1.2,masc,sky; air
13049,āvāsa 1,masc,home (of); dwelling place (of); residence (of)
13479,itipi,sandhi,(item being named); it is so; thus; just like this
14712,uttari 1.1,adj,superior; supreme; better; higher
14727,uttarimanussadhamma,masc,super-human state; super-power; super human distinction
15111,uddisati 1,pr,recites; chants
16316,upādāna 2,nt,grasping; clinging; acquiring; appropriating; taking possession; identifying
16380,upāyāsa 1,masc,affliction; difficulty; trouble; despair
16404,upāsaka,masc,lay disciple; lay devotee
16502,uposatha 1,masc,full moon or new moon observance day
16596,uppanna 1,pp,arisen; appeared; come into being (in)
16653,uppāda 1.1,masc,arising (of); appearance (of); coming into being (of)
18216,ehi,imp,come!
20558,karoti 1,pr,does; acts; performs
20798,kassapa 1,masc,name of the 1st previous Buddha
20959,kāma 3,masc,sense desire (of); sensual pleasure (of)
21131,kāya 1.1,masc,body; physical body; physical process
21807,kira 1,ind,really; truly; definitely
22853,kesa 1,masc,(head) hair
23439,khandha 3,masc,aggregate; combination; conglomeration; bundle
24043,gacchati 1,pr,goes; walks; moves; wanders around; travels
24384,gabbha 3,masc,room; inside room; inner chamber
24742,gāma 1,masc,village; hamlet
25265,gotama 1,masc,family name of the Buddha
26276,carati 1.1,pr,walks; wanders; goes around; travels; fares on
26368,cāga 1,masc,giving up; relinquishing; abandoning
26826,cīvara 1,nt,robe; cloth; robe-cloth
28027,jarā,fem,old age; ageing
28209,jāti 1,fem,birth; rebirth; conception
28861,ñāṇadassana,nt,total understanding; understanding and insight; knowledge and vision
28867,ñāṇadassanavisesa,masc,distinction in knowledge and vision; attainment of understanding and insight
28957,ñāya,masc,way; means; method; system; approach
29346,taṇhā 1,fem,craving (for); wanting; desire (for)
30163,tassa 1,pron,to him; for him; to that; for that
31388,tveva 1,sandhi,however; but; rather; rather than
31611,thera 1.2,masc,elder; senior monk; monastic of ten or more years standing
31866,danta 1.1,masc,tooth
32877,dukkha 3,nt,discomfort; suffering; unease; unpleasantness; something unsatisfactory; trouble; a bummer; stress
33953,deti 1,pr,gives (to); donates (to); offers (to); hands (to)
34018,deva 1,masc,deity; god
34108,devamanussā,masc,gods and human beings; deities and men
34195,domanassa,nt,(mental) suffering; distress; discontent; dissatisfaction; dejection; depression; unhappiness; grief; negative state of mind
34627,dhamma 1.02,masc,quality; characteristic; trait; inherent quality
34628,dhamma 1.03,masc,teaching; discourse; doctrine
34630,dhamma 1.05,masc,mental states
35388,nakha 1,masc,fingernail; toenail
35805,namo,ind,reverence (to); veneration (to); homage (to)
36456,nāmarūpa 1,nt,name and form; naming and materiality; mental and physical phenomena; mental and physical objects of consciousness
37999,niraya,masc,hell; hell realm
38062,nirujjhati,pr,dissolves; finishes; stops; ceases; vanishes
38097,nirodha,masc,ending (of); cessation (of); termination (of); finishing (of)
38615,nīvaraṇa 1,masc,obstacle; obstruction; barrier; hindrance
40333,paṭiggaheti,pr,takes; accepts; receives
40494,paṭinissagga,masc,giving up (of); relinquishing (of); dropping (of); abandoning (of)
41845,patta 1.1,masc,bowl; alms bowl; begging bowl
43538,parideva,masc,lamentation; wailing; crying
45486,pāda 1,masc,foot
45566,pānīyathālaka,masc,water cup; drinking bowl
47057,purisadammasārathi,masc,trainer of tameable persons
47646,phassa 1,masc,sense contact; sense impingement; sense impression; sense experience
48273,bāla 2,masc,fool; idiot; immature person
48511,buddha 1,masc,Buddha; Awakened One
49033,brāhmaṇa 1,masc,Brahman; priest; man of the Brahman caste
49136,bhagavato 1,masc,to the Buddha; for the Buddha
