id,pali,pos,meaning
1313,ajjhabhāsi,aor,addressed (someone in); spoke (to someone with)
1970,aṇu 2,adj,subtle; fine
2397,atīta 2,pp,past; gone past; bygone
2524,attamana,adj,pleased; happy; delighted; elated
3562,anattamana,adj,irritated; annoyed; displeased
3890,anāgata 1,pp,not come; not arrived; not present
3891,anāgata 2,pp,future
3899,anāgatamaddhānaṃ,ind,in the future
5458,anuviloketi,pr,looks around; surveys
5733,antarāya,masc,obstacle (for); danger (for)
7015,apparajakkha,adj,having little dirt in the eye
7016,apparajakkhajātika,adj,who has little dirt in the eye
7418,abyāpajjhaparamatā,fem,freedom from oppressive pain at the most; relief from suffering at the very least
7655,abhijjhā,fem,wishing; wanting; covetousness; greed
7740,abhitthavati,pr,praises; glorifies; celebrates
9915,assa 3.1,opt,may be; could be; should be; would be; could become
9946,assatha,opt,you all could be; you might be
10026,assavanatā,fem,fact of not hearing (of)
10031,assaṃ,opt,I could be; I might be; may I be; I could become
10058,assāma,opt,we could be; we may be; we might be; we should be
10098,assu 3.1,opt,they should be; they may be; they would be; may they be
10123,assosuṃ,aor,they heard
10181,avaṅkata,adj,not crooked; non-dishonest
10228,avañjha,adj,productive; profitable; successful
10948,aho vata,idiom,(expressing wish) oh may!; if only!
11152,āgaccheyya,opt,could come; would come along; could approach; would arrive
11156,āgata 3,pp,come (from); arrived (from); returned (from)
11910,āpas,masc,water; liquid
12803,āsaya 2,masc,home (of); dwelling (of); abode (of)
13687,idha 2,ind,here; in this regard; in this case
14956,udapāna,masc,well; (comm) pond; pool
15560,upaṭṭhāpeti 2,pr,establishes; sets up; causes to be present; makes sure one has
16092,upasaṅkamitar 1,masc,visitor; guest
16367,upādiyamāna,prp,grasping; holding (onto); clinging (to); taking possession (of)
16430,upāsikā,fem,female disciple; laywomen; female devotee
17072,ulloketi,pr,looks up (at); gazes up (at)
17431,ekacca 1,pron,certain; one of
18077,evamassa 1,sandhi,he would (think) thus; this would occur to him
18180,evaṃrūpa,adj,of such form; like this
18208,evaṃvedana,adj,having such feeling; having this kind of sensation
18775,obhāsati 1.1,pr,speaks coarsely (to); speaks suggestively (to); talks rudely (to); talks dirty (to)
18876,orenaddhamāsaṃ,ind,within less than a fortnight
20551,kareyya 2,opt,would make; could make
21727,kinti,sandhi,how then?; what then?; in what way?
21930,kissa 1,pron,for who?; for what reason?; why?
21957,kiṃ 2,ind,how?; what?
22353,kupita,pp,indignant; angry; annoyed; outraged; offended
22687,kusinārā,fem,name of a Mallan town; small town where the Buddha passed away
22785,kūṭāgāra 1,nt,building with a peaked roof
22792,kūṭāgārasālā 2,fem,name of monastery outside Vesālī
22949,kocideva,sandhi,even some; just some; some or other
23967,kho pana,idiom,and now; but; and next; indeed
24431,gamanāya,nt,to go (to); for going to see; for visiting
24711,gahetvā 5,abs,having arrested; having taken prisoner
24726,gāthā 1,fem,verse; poem; stanza
24853,gāha 2.2,masc,hiding place
26759,cira,adj,(of time) long
27056,cetasā,masc,with mind; by mind; with thought; with intention
27315,chaḍḍita,pp,thrown away; discarded; abandoned; disposed of
27732,chetvā 1,abs,having cut off; having severed; (comm) having killed
28343,jāneyya,opt,should know; should understand; should find out
28513,jivhā,fem,tongue
29568,tatonidānaṃ,ind,because of that; on that account; for that reason
30379,tāvatakeneva,sandhi,with just this much
31018,tumhaṃ 1,pron,for you all; to you all
31023,tumhākaṃ 2,pron,for you all; to you all
31026,tumhe 1,pron,you all
31134,te 1.1,pron,they; those
31217,tena 2,ind,thereby; because of that; on that account
31576,thūla 2,adj,gross; coarse
32650,disā 1,fem,direction; cardinal point
33101,duṭṭhulla 2,adj,(of speech) rude; obscene; vulgar; coarse
35372,nakkhatta 1,nt,constellation; zodiac; celestial object
35540,natthi 1,pr,is not; it is not; there is not; there is no; there is nothing
35710,nappaṭikaṅkhati,pr,does not anticipate; does not expect; does not await; does not personally wish (for)
35986,nahāyati,pr,takes a bath; bathes; washes
36220,nādhivāseti,pr,does not tolerate; does not accept; does not endure
36361,nānvāgameti,pr,does not follow around; does not return (to); does not revive; does not relive
38885,no 1.3,ind,then; now; indeed
39376,paccaya 2,masc,cause (for); reason (for); supporting condition (for); requirement (for)
40353,paṭighāta 1,masc,warding off; repelling; driving off; keeping at bay
42281,pana,ind,moreover; and so; but; or; however
42491,pabbajjā 1,fem,(vinaya) novice ordination; renunciation; becoming a monastic
42544,pabbājeti 1,pr,banishes (from); exiles (from); drives away (from)
42964,parama 1,adj,highest; most extreme; very best; ultimate; superior; sublime
43605,parinibbuta 3,pp,(of an arahant) died one's final death; attained final Nibbāna
44013,pariyesanaṃ,ind,looking for; searching for; on a quest for
44177,parisodheti,pr,cleans; purifies (something of)
44797,passeyya 1,opt,could see; would see
44980,pavivitta,pp,separated; secluded; detached (from)
45691,pāmojja,nt,joy; happiness; gladness
47334,pesala,adj,well-behaved; good; honest
47740,phāsuṃ,ind,easily; comfortably
47898,bandhati 1,pr,binds; ties up; imprisons; confines
49534,bhavati 1,pr,is; is being; becomes
