id,pali,pos,meaning
328,akkosa,masc,verbal abuse; insult; name calling
962,accayena 2,ind,after the death (of); after the passing (of)
1218,ajesi,aor,conquered; defeated
1561,aññadatthu 2,ind,on the contrary; however; on the other hand
1853,aṭṭhi 1.1,nt,bone
2607,attha 4.2,imp,you (all) must be; may you (all) be
2910,adukkhamasukha 1,adj,neutral; neither unpleasant nor pleasant; neither comfortable nor uncomfortable
3054,adhamma 2,masc,false teaching; something opposed to the teaching
3946,anāthapiṇḍika 1,masc,name of the Buddha's chief lay disciple
4161,aniccānupassī,adj,observing impermanence (of); watching instability (of)
4774,anupassī 1,adj,looking (at); observing; following; noticing; witnessing; watching
5268,anusāsanī,fem,advice; instruction; teaching
6389,aparimita,pp,immeasurable; limitless
8087,abhiramati,pr,enjoys; delights (in); takes pleasure (in)
8212,abhisamaya,masc,complete comprehension (of); total understanding (of); completely getting (of); breakthrough (to)
8701,amhākaṃ 3,pron,our; of us
8705,amhesu,pron,in us; among us
8757,ayaṃ,pron,this; this person; this thing
9019,ariyasacca,nt,truth of the Buddha; noble truth
9148,alattha 1,aor,got; obtained
9201,alaṃ 3,ind,enough; it is enough (for)
9235,alika 1,nt,lie; falsehood; untruth
9237,alikavādī,masc,liar; who lies
9836,asura 1,masc,titan; anti-god; enemy of the devas
10018,assasissati,fut,will breathe in; will inhale
10868,ahaṃ,pron,I
10928,ahuvattha,aor,you all were
10945,ahesuṃ,aor,there were; they were
10961,ahosi,aor,was; existed; became
11387,ājīva,masc,livelihood; mode of living; way of life; way of earning a living
12556,ārocesi 1,aor,told (to); informed (to); explained (to)
14332,uccāsoṇḍaṃ paggahetvā,idiom,arrogantly; with an attitude; (comm) drunk on conceit
14333,uccāsoṇḍā,fem,(of an elephant) raised trunk; (comm) trunk of pride
14737,uttariṃ 2,ind,further; another; in addition
16087,upasaṅkamati,pr,approaches; goes (to); visits
16096,upasaṅkamitvā,abs,having approached; having gone (to); having drawn near (to)
17690,ekaṃ samayaṃ,idiom,at one time; on one occasion
17820,ekodi,adj,(mentally) unified; single
17829,ekodiṃ karoti,idiom,integrates; unifies; collects; stabilizes
17897,etaṃ 2,pron,this; this man; this thing (object)
18051,eva 1,ind,only; just; merely; exclusively
18303,okirati,pr,sprinkles; scatters down (onto)
18562,ottappī,adj,afraid of wrong; conscientious
18658,onaddha,pp,enveloped (with); covered (with); wrapped (with)
18943,olokana,nt,looking (at); observing; checking
19850,kathā 1,fem,talk; speech; conversation; discussion
19867,kathāsallāpa,masc,talk; conversation; discussion
19911,kadariya 2,nt,miserliness; stinginess; tight-fistedness
20233,kamma 1,nt,action; deed; doing
21224,kāyasamācāra,masc,physical conduct; bodily behaviour
21288,kāra 1,masc,deed; action; service
21951,kiṃ nu,idiom,why?; why indeed?; which?
22182,kujjhati,pr,is angry (with); gets angry (with); is enraged (with)
22188,kujjhi,aor,was angry; was upset (with); was mad (at)
22222,kuṭivatthu,nt,site of the hut; grounds of the dwelling
22528,kula 1,nt,family; house; household; respectable family
23320,khaṇati,pr,digs; digs up; uproots
24039,gaccha 1,imp,go!; begone!; away with you!
24443,gamissati 1,fut,will go
24474,gayā 1,fem,name of a village
24477,gayāsīsa,nt,name of a rock hill near Gayā
24609,gavesī 1,adj,seeking; searching for; looking for
24765,gāmaṇi,masc,chief; chieftain; headman; leader
25973,catunnaṃ 2,card,of four
