id,pali,pos,meaning
32,akata 1,pp,not done; not performed; not acted
54,akatapubba,adj,not done before; not previously performed
1344,ajjhāruha,adj,which takes over; which overwhelms; which overgrows
1854,aṭṭhi 2.1,masc,intention; goal; purpose
1895,aṭṭhiṃ katvā,idiom,having focused; having paid attention
1913,aḍḍha 1.1,adj,half
1930,aḍḍhateyya,adj,two and a half
1932,aḍḍhateyyamāsa,masc,two and a half months
2262,atiyātuṃ,inf,to re-enter
2466,attato,ind,as oneself; as self
2486,attanā 1,masc,with oneself; by oneself
2490,attani 1,masc,in oneself; for oneself
2501,attano 2,masc,of self; of oneself; one's own; my own
3053,adhamma 1,masc,misconduct; immoral behaviour; unjust means; cheating
3554,anattani,masc,in what is not oneself; within what is impersonal
4884,anupekkhita,pp,carefully considered; re-examined; re-looked at
5194,anusaññātuṃ,inf,to go around; to visit; to inspect
6972,appamāṇacetasa,adj,with immeasurable mind; with unrestricted mind
7110,appiya 1,adj,not dear (to); unloved (by); disliked (by)
7114,appiyarūpa,adj,unpleasant; disliked; bad
7118,appekadā,sandhi,but some days; sometimes; on some occasions
7751,abhidā,imperf,broke; split; shattered
8576,amuka,adj,that; such and such (person or place)
9899,asma,masc,rock; stone
11283,ācarita,pp,acted; behaved; performed; practised
11966,āpodhātu 1,fem,liquids; liquid state; (comm) element of cohesion
12998,āvaraṇa 1,adj,obstructing; blocking; impeding
13114,āvilatta 1,nt,(of mind) fact of agitation; confusion; disturbance
13340,iccāyasmā,sandhi,thus (said) venerable
13347,iccete,sandhi,(introducing a list) namely these
13784,imameva,sandhi,this very; this exact same; this here
15575,upaṭṭhitakāyassati,adj,with body awareness present; attending mindfully to the body
17493,ekadā 1,ind,one day; sometimes; at some (unspecified) time
17919,ete 1,pron,these; these people; these things
17968,enaṃ,pron,him; her; this one
19136,ohita 3,pp,(of attention) applied; paid
19138,ohitasota,adj,listening attentively; with ears directed
19562,kaṇha 3,masc,dark one; black one; evil one; epithet of Māra
19637,katapubba,adj,done before; previously performed
19789,katvā 2,abs,having made
20450,karaṇa 1,adj,doing; making; causing; effecting
21245,kāyassati,fem,awareness of the body; mindfulness of the body
21301,kāraṇa 1,nt,task; labour
21382,kāreti 1,pr,makes one do; causes to make
21383,kāreti 2,pr,performs; practices
22434,kumbha 1,masc,clay pot; water jar; pitcher
22811,kecime,sandhi,whoever of these; whichever of these
23048,kodha 1.1,masc,anger; wrath; rage; temper
23652,khāri 1,fem,goods carried on a pole across the shoulders
23657,khāribhāra,masc,load carried on a yoke across the shoulders
24914,gimhā,masc,hot season; summer
25112,gunnaṃ 1,masc,of cattle; of cows
25342,gopālaka,masc,young cowherd; young cowboy
25671,cakka 1,nt,wheel
25702,cakkavattī,masc,emperor; monarch; sovereign
26212,caparaṃ,sandhi,and further; and what is more
26295,cari 1.1,aor,(of cattle) grazed (in)
26660,cittavipallāsa,masc,deluded thought; mental hallucination; inversion of mind
27872,janapada,masc,country; province; land; area; location
29086,ṭhāyī,adj,remaining (in); staying (in); in a state (of); continuing; persisting
29093,ṭhita 7,pp,situated (in); standing (in); remaining (in)
29592,tatthāyaṃ,sandhi,here this; in this case this
30137,tasathāvara,nt,frail and firm; moving and unmoving; animals and vegetables; unawakened and awakened; all living beings; (comm) with and without craving
31176,tejas 1,masc,flame; fire; heat
31600,theyya 1,nt,theft; stealing
31974,damma 1.1,ptp,able to be tamed; fit to be trained; tameable; trainable
32555,diṭṭhivipallāsa,masc,deluded view; distorted opinion; inversion of view
32632,diyaḍḍha,adj,one and a half
33673,dubbala 1,adj,frail; weak; feeble
33690,dubbalī,adj,weak; feeble
33691,dubbalīkaraṇa,adj,which weaken
33796,dullabha 1,adj,difficult to find (for); hard to obtain (for); rare (for)
35031,dhāta 1.1,pp,remembered; retained in mind; known off by heart
35070,dhātuso 1,ind,as states; as elements; by way of the elements
35263,dhūma,masc,smoke
36029,nāga 3,masc,tusker; bull elephant
36192,nātha,masc,protector; lord; refuge (of)
36217,nādhimuccati 1,pr,is not drawn (to); is not attracted (to); does not incline (towards)
37941,niyyātuṃ,inf,to go out (of); to exit; to leave
37945,niyyātetvā 1,abs,having handed over; having delivered; having returned
38340,nissita 1,pp,dependent (on); supported (by); based (on); relying (on)
39106,pakkha 5,masc,side; party; group; faction
39364,paccantima,adj,border; frontier; outlying
39425,paccavekkhati,pr,views; reviews; regards; reflects; considers; looks upon
40499,paṭinissajjati,pr,gives up; relinquishes; drops; abandons
41563,paṇihita 1,pp,guided; directed; orientated; determined; intended
42023,pathavī 2,fem,earth; ground
42030,pathavīdhātu 1,fem,solids; solid state; earth element
42060,pada 09,nt,footprint; footstep
42213,padesa 1,masc,place; location; region; area
43999,pariyuṭṭha,adj,obsessed (with); possessed (by); overwhelmed (by); overcome (by)
44000,pariyuṭṭhaṭṭhāyī,adj,who remains obsessed; who is stuck in the preconceived idea of
45846,pāla,masc,protector; keeper; guard
45847,pālaka 1,masc,shepherd; herder
46171,piya 2,adj,liked; pleasant; agreeable
46596,puṇṇaka 1,masc,name of a daemon
46722,puna caparaṃ,idiom,and what is more; and so too
46819,pubba 1.1,adj,previous; earlier; former
47717,phāsu 1,adj,easy (to); comfortable (for); pleasant (for)
48208,bahussuta 1,adj,very learned; well educated; knowledgeable
48829,byāpajjati 1,pr,hates; dislikes; is repelled (by); is hostile (to)
49492,bhasma,masc,ash
49722,bhāra 1,masc,burden; load; weight
51099,manas,masc,mind; mental faculty; intellect
51111,manasānupekkhita,pp,mentally recollected; reconsidered; rechecked; re-investigated
51113,manasi katvā,idiom,having paid attention; having applied the mind; having focused
51136,manaso,masc,of mind; mental
51168,manuja,masc,human being; person
51705,mahācora,masc,master thief; criminal mastermind
51872,mahāmatta,masc,chief minister; chancellor; cabinet member
52490,māsa 1.1,masc,month
53378,mosa 2.1,adj,untrue; false; deceitful
53382,mosavajja,nt,lie; untruth; false speech
53549,yatthaṭṭhita,adj,where standing; wherever staying; where remaining
53601,yathāṭhita,adj,however it is standing; just as it is positioned
53628,yathāpaṇihita,adj,however it is positioned; however it is disposed
53746,yadi vā,idiom,or; or even; if or
53841,yasmiṃ 1,pron,in whoever; in whichever; at whichever
54029,yāvatatiyañce,sandhi,if up to the third time
54157,ye kecime,idiom,whichever of these; all of these
54497,raṭṭha,nt,country; land; kingdom; realm
54851,rāja 1,masc,king; sovereign; lord; ruler
54927,rājamahāmatta,masc,royal minister; cabinet member
55266,rūpavant 1,adj,material; physical; having material form; possessing form
57453,saññāvipallāsa,masc,deluded conception; distortion of perception; inversion of perception
59416,samannāharitvā,abs,having focused; having concentrated
60989,sara 2.1,masc,sound; voice; tone
62361,sāmika 1,masc,owner
62402,sāyanha,masc,evening
62404,sāyanhasamaya,masc,late afternoon; early evening
62470,sārathi 2,masc,(horse or elephant) trainer
62984,siyā 1,opt,could be; may be; might be; should be
63868,sudanta,adj,well tamed (by); well trained (by); well controlled (by)
64145,suppaṭividdha,adj,thoroughly penetrated (by); completely understood (by)
65199,sota 2.1,nt,ear
65608,vacasā,masc,by word; by speech; verbally
65708,vajja 1.1,ptp,speaking; saying
65896,vaṇṇa 1.03,masc,appearance; complexion; countenance
66039,vattī 2.1,masc,turner; who turns something; who sets in motion
66569,vassāna,masc,monsoon; rainy season
66868,vāyas,masc,air; wind
66899,vāyodhātu 1,fem,gas; gaseous state
67535,vijaññā,opt,should know; should understand
68265,vinodayati,pr,dispels; drives out; removes
68372,vipallāsa 1,masc,distortion; delusion; hallucination; inversion; perversion
70903,hatthidamma,masc,elephant to be tamed; elephant in training
70904,hatthidammasārathi,masc,elephant trainer; elephant tamer
73796,tathārūpāssa,sandhi,"of such kind, for him"
73798,gāvo 2,masc,cattle (object)
77762,yasmiṃ tasmiṃ,idiom,in whichever … in that; at which … at that
