id,pali,selected_pali_word,sutta_number,sutta_name,class_example
52889,muṇḍa 1,muṇḍo,SN45.160,nadīsuttaṃ,"eh'ambho purisa, kiṃ te ime kāsāvā anudahanti, kiṃ <b>muṇḍo</b> kapālam'anusaṃcarasi! ehi, hīnāy'āvattitvā bhoge ca bhuñjassu, puññāni ca karohī'ti."
53516,yañhi,yañ'hi,SN45.160,nadīsuttaṃ,"<b>yañ'hi</b> taṃ, bhikkhave, cittaṃ dīgharattaṃ vivekaninnaṃ vivekapoṇaṃ vivekapabbhāraṃ taṃ vata hīnāyāvattissatīti, n'etaṃ ṭhānaṃ vijjati."
62602,sālohita,,SN45.160,nadīsuttaṃ,"evam'eva kho, bhikkhave, bhikkhuṃ ariyaṃ aṭṭh'aṅgikaṃ maggaṃ bhāventaṃ ariyaṃ aṭṭh'aṅgikaṃ maggaṃ bahulīkarontaṃ rājāno vā rājamahāmattā vā mittā vā amaccā vā ñātī vā ñāti<b>sālohitā</b> vā bhogehi abhihaṭṭhuṃ pavāreyyuṃ"
11225,āgamma 2,āgamma,SN45.2,upaḍḍhasuttaṃ,"mamañ'hi, ānanda, kalyāṇamittaṃ <b>āgamma</b> jātidhammā sattā jātiyā parimuccanti, jarādhammā sattā jarāya parimuccanti, maraṇadhammā sattā maraṇena parimuccanti, sokaparidevadukkhadomanassupāyāsadhammā sattā soka-parideva-dukkha-domanass'upāyāsehi parimuccanti."
20667,kalyāṇamittatā,kalyāṇamittatā,SN45.2,upaḍḍhasuttaṃ,"ekam'antaṃ nisinno kho āyasmā ānando bhagavantaṃ etadavoca, upaḍḍham'idaṃ, bhante, brahmacariyaṃ, yadidaṃ, <b>kalyāṇamittatā</b> kalyāṇasahāyatā kalyāṇasampavaṅkatā'ti."
52657,mitta 1,,SN45.2,upaḍḍhasuttaṃ,"ekam'antaṃ nisinno kho āyasmā ānando bhagavantaṃ etadavoca, upaḍḍham'idaṃ, bhante, brahmacariyaṃ, yadidaṃ, kalyāṇa<b>mitta</b>tā kalyāṇasahāyatā kalyāṇasampavaṅkatā'ti."
66692,vācā 1,sammāvācaṃ,SN45.2,upaḍḍhasuttaṃ,sammā<b>vācaṃ</b> bhāveti vivekanissitaṃ virāganissitaṃ nirodhanissitaṃ vossaggapariṇāmiṃ
42476,pabbajita 1,pabbajito,SN45.24,dutiyapaṭipadāsuttaṃ,"gihino v'āhaṃ, bhikkhave, <b>pabbajitassa</b> vā micchāpaṭipadaṃ na vaṇṇemi."
60824,sammāpaṭipanna,sammāpaṭipanno,SN45.24,dutiyapaṭipadāsuttaṃ,"gihi vā, bhikkhave, pabbajito vā <b>sammāpaṭipanno</b> sammāpaṭipatt'ādhikaraṇahetu ārādhako hoti ñāyaṃ dhammaṃ kusalaṃ."
64759,sūriya 1,sūriyassa,SN45.56,kalyāṇamittasuttaṃ,"<b>sūriyassa</b>, bhikkhave, udayato etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yadidaṃ, aruṇ'uggaṃ, evam'eva kho, bhikkhave, bhikkhuno ariyassa aṭṭh'aṅgikassa maggassa uppādāya etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yadidaṃ, kalyāṇamittatā."
7455,abrahmacariya 1,abrahmacariyā,SN45.8,vibhaṅgasuttaṃ,"yā kho, bhikkhave, pāṇ'ātipātā veramaṇī, adinn'ādānā veramaṇī, <b>abrahmacariyā</b> veramaṇī, ayaṃ vuccati, bhikkhave, sammākamm'anto."
52579,micchāājīva 1,micchāājīvaṃ,SN45.8,vibhaṅgasuttaṃ,"idha, bhikkhave, ariyasāvako <b>micchāājīvaṃ</b> pahāya sammāājīvena jīvitaṃ kappeti, ayaṃ vuccati, bhikkhave, sammāājīvo."
53051,musāvāda,musāvādā,SN45.8,vibhaṅgasuttaṃ,"yā kho, bhikkhave, <b>musāvādā</b> veramaṇī, pisuṇāya vācāya veramaṇī, pharusāya vācāya veramaṇī, samphappalāpā veramaṇī, ayaṃ vuccati, bhikkhave, sammāvācā."
