id,pali,selected_pali_word,sutta_number,sutta_name,class_example
5672,antamaso 1,antamaso,sn12.55,mahārukkhasuttaṃ,"so taṃ rukkhaṃ mūle chindeyya, mūlaṃ chinditvā palikhaṇeyya, palikhaṇitvā mūlāni uddhareyya <b>antamaso</b> usīranāḷimattāni'pi."
5675,antara 1,antaraṃ,sn12.66,sammasasuttaṃ,"sammasatha no tumhe, bhikkhave, <b>antaraṃ</b> sammasan'ti."
6358,aparitassanta,,sn12.51,parivīmaṃsanasuttaṃ,"anabhisaṅkharonto anabhisañcetayanto na kiñci loke upādiyati, anupādiyaṃ na paritassati, <b>aparitassaṃ</b> paccattaññ'eva parinibbāyati."
11873,āpatti 1,,sn12.41,pañcaverabhayasuttaṃ,imāni pañca bhayāni verāni vūpasantāni honti. katamehi catūhi sot'<b>āpatti</b>'y'aṅgehi samannāgato hoti?
12528,ārogya 1,ārogyato,sn12.66,sammasasuttaṃ,"ye hi keci, bhikkhave, atītam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ niccato addakkhuṃ sukhato addakkhuṃ attato addakkhuṃ <b>ārogyato</b> addakkhuṃ khemato addakkhuṃ."
11454,ātapa 1,,sn12.55,mahārukkhasuttaṃ,"so taṃ rukkhaṃ khaṇḍ'ākhaṇḍikaṃ chindeyya, khaṇḍ'ākhaṇḍikaṃ chinditvā phāleyya, phāletvā sakalikaṃ sakalikaṃ kareyya, sakalikaṃ sakalikaṃ karitvā vāt'<b>ātape</b> visoseyya, vāt'<b>ātape</b> visosetvā agginā ḍaheyya, agginā ḍahetvā masiṃ kareyya."
2202,atipātī 1,,sn12.41,pañcaverabhayasuttaṃ,"yaṃ, gahapati, pāṇ'<b>ātipātī</b> pāṇ'ātipātapaccayā diṭṭhadhammikam'pi bhayaṃ veraṃ pasavati, samparāyikam'pi bhayaṃ veraṃ pasavati, cetasikam'pi dukkhaṃ domanassaṃ paṭisaṃvedayati, pāṇ'ātipātā paṭiviratassa evaṃ taṃ bhayaṃ veraṃ vūpasantaṃ hoti."
49642,bhāga 1,,sn12.41,pañcaverabhayasuttaṃ,"seyyathā'pi, bhikkhave, puriso kumbhakārapākā uṇhaṃ kumbhaṃ uddharitvā same bhūmi<b>bhāge</b> paṭisisseyya."
50270,bheda 2,bhedā,sn12.51,parivīmaṃsanasuttaṃ,"kāyassa <b>bhedā</b> uddhaṃ jīvitapariyādānā idh'eva sabbavedayitāni anabhinanditāni sītībhavissanti, sarīrāni avasissantīti pajānāti."
50077,bhujissa 1,bhujissehi,sn12.41,pañcaverabhayasuttaṃ,ariyakantehi sīlehi samannāgato hoti akhaṇḍehi acchiddehi asabalehi akammāsehi <b>bhujissehi</b> viññuppasatthehi aparāmaṭṭhehi samādhisaṃvattanikehi.
