id,pali,selected_pali_word,sutta_number,sutta_name,class_example
3281,adhimatta,adhimatto,sn56.34,celasuttaṃ,"ādittaṃ, bhikkhave, celaṃ vā sīsaṃ vā ajjhupekkhitvā amanasikaritvā anabhisametānaṃ catunnaṃ ariyasaccānaṃ yathābhūtaṃ abhisamayāya <b>adhimatto</b> chando ca vāyāmo ca ussāho ca ussoḷhī ca appaṭivānī ca sati ca sampajaññañ'ca karaṇīyaṃ."
3891,anāgata 2,,sn56.5,paṭhamasamaṇabrāhmaṇasuttaṃ,"ye hi keci, bhikkhave, <b>anāgatam</b>'addhānaṃ samaṇā vā brāhmaṇā vā yathābhūtaṃ abhisambojjhissanti, sabbe te cattāri ariyasaccāni yathābhūtaṃ abhisambojjhissanti."
3641,ananubodha,ananubodhā,sn56.21,paṭhamakoṭigāmasuttaṃ,"tatra kho bhagavā bhikkhū āmantesi, catunnaṃ, bhikkhave, ariyasaccānaṃ <b>ananubodhā</b> appaṭivedhā evam'idaṃ dīgham'addhānaṃ sandhāvitaṃ saṃsaritaṃ mamañ'c'eva tumhākañ'ca."
808,aṅgika,,sn56.13,khandhasuttaṃ,"ayam'eva ariyo aṭṭh'<b>aṅgiko</b> maggo, seyyath'īdaṃ, sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammā-ājīvo sammāvāyāmo sammāsati sammāsamādhi."
5642,anta 1,antaṃ,sn56.31,sīsapāvanasuttaṃ,"sammā dukkhass'<b>antaṃ</b> karissāmī'ti, ṭhānam'etaṃ vijjati."
6763,appa 2,,sn56.31,sīsapāvanasuttaṃ,"<b>appa</b>mattakāni, bhante, bhagavatā parittāni sīsapāpaṇṇāni pāṇinā gahitāni, atha kho etān'eva bahutarāni yadidaṃ upari sīsapāvane'ti."
6960,appamattaka 1,appamattakāni,sn56.31,sīsapāvanasuttaṃ,"<b>appamattakāni</b>, bhante, bhagavatā parittāni sīsapāpaṇṇāni pāṇinā gahitāni, atha kho etān'eva bahutarāni yadidaṃ upari sīsapāvane'ti."
6863,appaṭivānī,appaṭivānī,sn56.34,celasuttaṃ,"ādittaṃ, bhikkhave, celaṃ vā sīsaṃ vā ajjhupekkhitvā amanasikaritvā anabhisametānaṃ catunnaṃ ariyasaccānaṃ yathābhūtaṃ abhisamayāya adhimatto chando ca vāyāmo ca ussāho ca ussoḷhī ca <b>appaṭivānī</b> ca sati ca sampajaññañ'ca karaṇīyaṃ."
9019,ariyasacca,ariyasaccāni,sn56.5,paṭhamasamaṇabrāhmaṇasuttaṃ,"ye hi keci, bhikkhave, atītam'addhānaṃ samaṇā vā brāhmaṇā vā yathābhūtaṃ abhisambojjhiṃsu, sabbe te cattāri <b>ariyasaccāni</b> yathābhūtaṃ abhisambojjhiṃsu."
2397,atīta 2,,sn56.5,paṭhamasamaṇabrāhmaṇasuttaṃ,"ye hi keci, bhikkhave, <b>atītam</b>'addhānaṃ samaṇā vā brāhmaṇā vā yathābhūtaṃ abhisambojjhiṃsu, sabbe te cattāri ariyasaccāni yathābhūtaṃ abhisambojjhiṃsu."
2404,atītamaddhānaṃ,atītam'addhānaṃ,sn56.5,paṭhamasamaṇabrāhmaṇasuttaṃ,"ye hi keci, bhikkhave, <b>atītam'addhānaṃ</b> samaṇā vā brāhmaṇā vā yathābhūtaṃ abhisambojjhiṃsu, sabbe te cattāri ariyasaccāni yathābhūtaṃ abhisambojjhiṃsu."
2736,atthi 1.1,atthi,sn56.29,pariññeyyasuttaṃ,"imesaṃ kho, bhikkhave, catunnaṃ ariyasaccānaṃ <b>atthi</b> ariyasaccaṃ pariññeyyaṃ, <b>atthi</b> ariyasaccaṃ pahātabbaṃ, <b>atthi</b> ariyasaccaṃ sacchikātabbaṃ, <b>atthi</b> ariyasaccaṃ bhāvetabbaṃ."
