id,pali,selected_pali_word,sutta_number,sutta_name,class_example
4325,anukampaka,anukampakena,SN43.1,asaṅkhatasuttaṃ,"yaṃ, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ hit'esinā <b>anukampakena</b> anukampaṃ upādāya, kataṃ vo taṃ mayā."
8454,amata 1.1,amataṃ,SN43.14,anāsavādisuttaṃ,"<b>amatañ</b>'ca vo, bhikkhave, desessāmi amatagāmiñ'ca maggaṃ."
28813,jhāyati 1.2,jhāyatha,SN43.1,asaṅkhatasuttaṃ,"<b>jhāyatha</b>, bhikkhave, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha."
42690,pamādattha,pamād'attha,SN43.1,asaṅkhatasuttaṃ,"jhāyatha, bhikkhave, mā <b>pamād'attha</b>, mā pacchā vippaṭisārino ahuvattha."
57880,satthar 1,satthārā,SN43.1,asaṅkhatasuttaṃ,"yaṃ, bhikkhave, <b>satthārā</b> karaṇīyaṃ sāvakānaṃ hit'esinā anukampakena anukampaṃ upādāya, kataṃ vo taṃ mayā."
57901,satthārā,satthārā,SN43.1,asaṅkhatasuttaṃ,"yaṃ, bhikkhave, <b>satthārā</b> karaṇīyaṃ sāvakānaṃ hit'esinā anukampakena anukampaṃ upādāya, kataṃ vo taṃ mayā."
63744,suññāgāra 1,suññ'āgārāni,SN43.1,asaṅkhatasuttaṃ,"etāni, bhikkhave, rukkhamūlāni, etāni <b>suññ'āgārāni</b>."
63948,suddhi,suddhi,SN43.14,anāsavādisuttaṃ,"suddhiñ'ca vo, bhikkhave, desessāmi <b>suddhi</b>gāmiñ'ca maggaṃ."
68472,vippaṭisārī,vippaṭisārino,SN43.1,asaṅkhatasuttaṃ,"jhāyatha, bhikkhave, mā pamād'attha, mā pacchā <b>vippaṭisārino</b> ahuvattha."
71237,hitesī 1,hit'esinā,SN43.1,asaṅkhatasuttaṃ,"yaṃ, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ <b>hit'esinā</b> anukampakena anukampaṃ upādāya, kataṃ vo taṃ mayā."
