id,pali,selected_pali_word,class_source,extra,class_example,english_translation
670,aggiparicārika,aggiparicārikā,AN10.176,,"brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā <b>aggiparicārikā</b> udakorohakā soceyyāni paññapenti, tesāhaṃ soceyyāni rocemī'ti","Venerable sir, the Brahmans from the Western lands who carry water pitchers, who wear moss garlands, who tend the sacred fire, who bathe ritually, they declare purification rites. I approve of their purification rites."
909,acelaka,acelakā,SN3.11,yes,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca <b>acelakā</b> satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā khārivividham'ādāya bhagavato avidūre atikkamanti.,"Now on that occasion, seven dread-locked ascetics, seven Jains, seven naked ascetics, seven one-robe ascetics, and seven wandering ascetics, with long armpit hair, nails and body hair, and carrying bundles of personal belongings on a pole, passed by near to the Blessed One."
1227,ajjatagge,ajja't'agge,VIN PAT PC 70,,"ajja't'agge te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā apadisitabbo","From today onwards, friend novice, the Blessed One is not to be referred to as the teacher by you."
2070,atikkamati 3,atikkamanti,SN3.11,yes,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā khārivividham'ādāya bhagavato avidūre <b>atikkamanti</b>.,"Now on that occasion, seven dread-locked ascetics, seven Jains, seven naked ascetics, seven one-robe ascetics, and seven wandering ascetics, with long armpit hair, nails and body hair, and carrying bundles of personal belongings on a pole, passed by near to the Blessed One."
2202,atipātī 1,pāṇ'ātipātī,SN42.6,,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso <b>pāṇ'ātipātī</b> adinn'ādāyī kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko.","What do you think, headman, here could be a person who kills living being, takes what is not given, who engages in sexual misconduct, speaks falsely, divisively, harshly, and chatters frivolously, [one] who is covetous, has a malicious mind and holds a wrong view."
2605,attha 3.1,,,,,
2631,atthaṅgama 1,atthaṅ'gamā,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ <b>atthaṅ'gamā</b>, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
2714,atthavādī 1,atthavādī,MN51,,kālavādī bhūtavādī <b>atthavādī</b> dhammavādī vinayavādī nidhānavatiṃ vācaṃ bhāsitā hoti kālena sāpadesaṃ pariyantavatiṃ atthasaṃhitaṃ,"He speaks at the right time, speaks the truth, speaks what is of benefit, speaks about the doctrine, speaks about the discipline, a speaker of words worth treasuring; at a suitable time, [he speaks] reasonable, within a limit and [what is] advantageous."
2901,adinnādāyī 1,adinn'ādāyī,SN42.6,,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'ātipātī <b>adinn'ādāyī</b> kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko.","What do you think, headman, here could be a person who kills living being, takes what is not given, who engages in sexual misconduct, speaks falsely, divisively, harshly, and chatters frivolously, [one] who is covetous, has a malicious mind and holds a wrong view."
2909,adukkha,adukkham'asukhaṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, <b>adukkham'asukhaṃ</b> upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
3104,adhikaraṇa 1,ādhikaraṇaṃ,VIN PAT PC 63,,"yo pana bhikkhu jānaṃ yathādhammaṃ nihat'<b>ādhikaraṇaṃ</b> punakammāya ukkoṭeyya, pācittiyaṃ.","If any monk should knowingly re-open for further action a legal issue which has been disposed of according to the rule, [this is an offence] involving confession."
4341,anukampī,ānukampī,MN107,,byāpādapadosaṃ pahāya abyāpannacitto viharati sabbapāṇabhūtahit'<b>ānukampī</b>,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
6195,apadisitabba,apadisitabbo,VIN PAT PC 70,,"ajja't'agge te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā <b>apadisitabbo</b>","From today onwards, friend novice, the Blessed One is not to be referred to as the teacher by you."
7422,abyāpanna,abyāpannacitto,MN107,,byāpādapadosaṃ pahāya <b>abyāpannacitto</b> viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
7424,abyāpannacitta,abyāpannacitto,MN107,,byāpādapadosaṃ pahāya <b>abyāpannacitto</b> viharati sabbapāṇabhūtahit'ānukampī,"Abandoning ill-will and hatred, he dwells with a mind without ill-will, compassionate for the welfare of all living beings."
7665,abhijjhālu,abhijjhālu,SN42.6,,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'ātipātī adinn'ādāyī kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī <b>abhijjhālu</b> byāpannacitto micchādiṭṭhiko.","What do you think, headman, here could be a person who kills living being, takes what is not given, who engages in sexual misconduct, speaks falsely, divisively, harshly, and chatters frivolously, [one] who is covetous, has a malicious mind and holds a wrong view."
9780,asukha 1,asukhaṃ,DN22.18,yes,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'<b>asukhaṃ</b> upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.","With the abandoning of pleasure and pain, and with the passing away of joy and dejection already before, he dwells having entered into the fourth stage of meditation, which has no pleasure and no pain, (but) has purification of awareness due to equanimity."
