id,pali,selected_pali_word,class_source,extra,class_example,english_translation
182,akāsi 2,akāsi,MN2.8,yes,"ayaṃ vuccati, bhikkhave, bhikkhu sabb'āsavasaṃvarasaṃvuto viharati, acchejji taṇhaṃ, vivattayi saṃyojanaṃ, sammā mān'ābhisamayā antam'<b>akāsi</b> dukkhassā'ti","Monks, this one is called: ""A monk who dwells restrained with regard to all the taints, [who] completely cut out craving, untied the fetter[s], [and] by means of a thorough comprehension of conceit (thoroughly comprehending conceit), made an end of suffering."""
1107,acchejji,acchejji,MN2.8,yes,"ayaṃ vuccati, bhikkhave, bhikkhu sabb'āsavasaṃvarasaṃvuto viharati, <b>acchejji</b> taṇhaṃ, vivattayi saṃyojanaṃ, sammā mān'ābhisamayā antam'akāsi dukkhassā'ti","Monks, this one is called: ""A monk who dwells restrained with regard to all the taints, [who] completely cut out craving, untied the fetter[s], [and] by means of a thorough comprehension of conceit (thoroughly comprehending conceit), made an end of suffering."""
1439,ajjhositabba,ajjhositabbaṃ,MN18,,"ettha ce n'atthi abhinanditabbaṃ abhivaditabbaṃ <b>ajjhositabbaṃ</b>, es'ev'anto paṭigh'ānusayānaṃ,","If here, there is not [something which] should be delighted in, welcomed, clung to. Just this is the end of the underlying tendency towards conflict."
2592,attuddesa,att'uddesā,VIN PAT SA 6 (simpl),yes,"saññācikāya pana bhikkhunā kuṭi kārayamānena, assāmikā  <b>att'uddesā</b>, pamāṇikā kāretabbā","A hut [that] a monk is causing to be built, by means of his own begging, with no patron [and] intended for himself, should be built according to the correct measurement."
2972,addasa 2,addasa,AN3.36,,"ambho purisa, na tvaṃ <b>addasa</b> manussesu itthiṃ vā purisaṃ vā ābādhikaṃ dukkhitaṃ bāḷhagilānaṃ, sake muttakarīse palipannaṃ semānaṃ, aññehi vuṭṭhāpiyamānaṃ, aññehi saṃvesiyamānaṃ?","""Look here, man! Did you not see a woman or man among human beings ill, afflicted, extremely ill, lying down immersed in his own urine and excrement, being lifted up by others, being laid down by others?"""
3180,adhicittamanuyutta,adhicittam'anuyuttena,MN20,,"<b>adhicittam'anuyuttena</b>, bhikkhave, bhikkhunā pañca nimittāni kālena kālaṃ manasi kātabbāni.",Five features should be kept in mind from time to time by a monk who is devoted to the higher mind.
3647,ananuyutta,anuyuttena,MN20,,"adhicittam'<b>anuyuttena</b>, bhikkhave, bhikkhunā pañca nimittāni kālena kālaṃ manasi kātabbāni.",Five features should be kept in mind from time to time by a monk who is devoted to the higher mind.
3759,anabhinanditvā,anabhinanditvā,AN4.180,,"<b>anabhinanditvā</b> appaṭikkositvā tāni padabyañjanāni sādhukaṃ uggahetvā, sutte otāretabbāni vinaye sandassetabbāni.","Having not approved of nor rejected these words and phrases, [and] having grasped [them] thoroughly, they should be checked in the discourse[s] and should be verified in the discipline."
4735,anuparivattiyamāna,anuparivattiyamānā,AN4.147,,"cattāro'me, bhikkhave, kālā sammā bhāviyamānā sammā <b>anuparivattiyamānā</b> anupubbena āsavānaṃ khayaṃ pāpenti","These four times, monks, being correctly developed and done routinely, they lead gradually to the destruction of the defilements."
4878,anupubbena,anupubbena,AN4.147,,"cattāro'me, bhikkhave, kālā sammā bhāviyamānā sammā anuparivattiyamānā <b>anupubbena</b> āsavānaṃ khayaṃ pāpenti","These four times, monks, being correctly developed and done routinely, they lead gradually to the destruction of the defilements."
5094,anuyutta 1,anuyuttena,MN20,,"adhicittam'<b>anuyuttena</b>, bhikkhave, bhikkhunā pañca nimittāni kālena kālaṃ manasi kātabbāni.",Five features should be kept in mind from time to time by a monk who is devoted to the higher mind.
