id,pali,selected_pali_word,class_source,extra,class_example,english_translation
401,akkhātar,akkhātā,MN51,yes,"ito sutvā na amutra <b>akkhātā</b> imesaṃ bhedāya, amutra vā sutvā na imesaṃ akkhātā amūsaṃ bhedāya","Thus, having heard here, he does not tell there for a break of them; or having heard in such-and-such a place, he does not tell to these people for a schism of them."
548,agilāna 1,agilānassa,VIN PAT SK 71,,na pacchato gacchanto purato gacchantassa <b>agilānassa</b> dhammaṃ desessāmi,"I will not preach the Dhamma walking behind, to one going in front, who is not ill."
852,acakkhuka,acakkhukā,MN75,,"aññatitthiyā paribbājakā andhā <b>acakkhukā</b> ajānantā ārogyaṃ, apassantā nibbānaṃ, atha ca pana imaṃ gāthaṃ bhāsanti.","Wandering ascetics who belong to another sect, blind, visionless, not knowing freedom from disease, not seeing total emancipation, and yet they say this verse."
1170,ajānanta,ajānantā,MN75,,"aññatitthiyā paribbājakā andhā acakkhukā <b>ajānantā</b> ārogyaṃ, apassantā nibbānaṃ, atha ca pana imaṃ gāthaṃ bhāsanti.","Wandering ascetics who belong to another sect, blind, visionless, not knowing freedom from disease, not seeing total emancipation, and yet they say this verse."
1173,ajānaṃ,ajānaṃ,AN10.176,,"so <b>ajānaṃ</b> vā āha jānāmī'ti, jānaṃ vā āha na jānāmī'ti, apassaṃ vā āha passāmī'ti, passaṃ vā āha na passāmī'ti","Not knowing, he said, ""I know"", Or knowing, he said, ""I don't know"", Or, not seeing, he said, ""I see"", Or, seeing, he said, ""I don't see"""
1279,ajjhattaṃ,ajjhattaṃ,MN10.11,yes,"idha, bhikkhave, bhikkhu santaṃ vā <b>ajjhattaṃ</b> kāmacchandaṃ, atthi me ajjhattaṃ kāmacchando'ti pajānāti, asantaṃ vā ajjhattaṃ kāmacchandaṃ, natthi me ajjhattaṃ kāmacchando'ti pajānāti","When a monk having desire for sense pleasure internally...He knows, ""There is desire for sense pleasure for me internally."" (Internally, I have desire for sense pleasure)"
1508,aññatara 2,aññataro,AN3.35,,"ye ca pana loke sukhaṃ senti, ahaṃ tesaṃ <b>aññataro</b>'ti","Those who sleep comfortably in the world, I am one of them."
1524,aññatitthiya,aññatitthiyā,MN75,,"<b>aññatitthiyā</b> paribbājakā andhā acakkhukā ajānantā ārogyaṃ, apassantā nibbānaṃ, atha ca pana imaṃ gāthaṃ bhāsanti.","Wandering ascetics who belong to another sect, blind, visionless, not knowing freedom from disease, not seeing total emancipation, and yet they say this verse."
1660,aññe,aññesaṃ,AN3.83,,tassa na tādiso chando hoti seyyathāpi <b>aññesaṃ</b> bhikkhūnaṃ,His interest is not such as (that) of other monks.
2433,atta 1.1,attā,SN22.59,,"etaṃ mama, eso ahaṃ asmi, eso me <b>attā</b>'ti? no hi etaṃ, bhante.","[Is what is impermanent fit to be regarded thus:] ""This is mine, this I am, this is my self?"" Certainly not, venerable sir."
2625,atthaṅgata 1,atthaṅ'gate,VIN PAT PC 22,,"sammato api ce bhikkhu <b>atthaṅ'gate</b> suriye bhikkhuniyo ovadeyya, pācittiyaṃ.","Even if authorized, should a monk instruct the nuns when the sun has set, [this is an offence] requiring confession."
2630,atthaṅgate sūriye,atthaṅ'gate suriye,VIN PAT PC 22,,"sammato api ce bhikkhu <b>atthaṅ'gate suriye</b> bhikkhuniyo ovadeyya, pācittiyaṃ.","Even if authorized, should a monk instruct the nuns when the sun has set, [this is an offence] requiring confession."
