id,pali,selected_pali_word,class_source,extra,class_example,english_translation
33,akata 2,akataṃ,UD73,,atthi bhikkhave ajātaṃ abhūtaṃ <b>akataṃ</b> asaṅkhataṃ,"Monks, there is [something] not born, not become, not made, not constructed/unconditioned."
109,akammāsa,akammāsāni,MN48 (simpl),,yāni tāni sīlāni akhaṇḍāni acchiddāni asabalāni <b>akammāsāni</b> bhujissāni viññūhi pasatthāni aparāmaṭṭhāni samādhino saṃvattanikāni,"Whichever [of] those virtues, which are unbroken, without cracks, not mottled, unblemished, liberating, commended by wise persons, irreproachable and conducive for stability of mind"
176,akālika 1,akāliko,SN11.3,,svākkhāto bhagavatā dhammo sandiṭṭhiko <b>akāliko</b> ehipassiko opanayiko paccattaṃ veditabbo viññūhi,"The teaching by the Blessed One [is] well taught, directly visible, timeless, inviting one to come and see, practical, [and is] to be understood individually by wise persons."
177,akālika 2,akāliko,SN11.3,,svākkhāto bhagavatā dhammo sandiṭṭhiko <b>akāliko</b> ehipassiko opanayiko paccattaṃ veditabbo viññūhi,"The teaching by the Blessed One [is] well taught, directly visible, timeless, inviting one to come and see, practical, [and is] to be understood individually by wise persons."
293,akovida,akovido,SN22.1,,"idha, gahapati, assutavā puthujjano ariyānaṃ adassāvī ariyadhammassa <b>akovido</b> ariyadhamme avinīto sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati","In this regard, householder, an uninstructed ordinary person who has no regard for noble persons, [who is] not proficient in the noble teaching, [who is] uneducated about the noble teaching, who has no regard for righteous men, [who is] not proficient in the teaching of righteous men, [who is] uneducated about the teaching of righteous men, regards form as self."
399,akkhāta,akkhāte,DHP86 (simpl),yes,"ye ca kho sammā-<b>akkhāte</b> dhamme dhammaṃ anuvattino, te janā pāraṃ essanti, maccuno dheyyaṃ suduttaraṃ.","Indeed, whoever acting according to the teaching in the perfectly declared teaching, those people will go to the far shore; the realm of death, extremely difficult to cross."
441,akhaṇḍa,akhaṇḍāni,MN48 (simpl),,yāni tāni sīlāni <b>akhaṇḍāni</b> acchiddāni asabalāni akammāsāni bhujissāni viññūhi pasatthāni aparāmaṭṭhāni samādhino saṃvattanikāni,"Whichever [of] those virtues, which are unbroken, without cracks, not mottled, unblemished, liberating, commended by wise persons, irreproachable and conducive for stability of mind"
734,aghato,aghato,MN64,,"yad eva tattha hoti rūpagataṃ vedanāgataṃ saññāgataṃ saṅkhāragataṃ viññāṇagataṃ, te dhamme aniccato dukkhato rogato gaṇḍato sallato <b>aghato</b> ābādhato parato palokato suññato anattato samanupassati.","Whatever in that regard there is connected with materiality, connected with feeling, connected with perception, connected with volitional formations, connected with consciousness, he sees those states as impermanent, as suffering, as illness, as a boil, as a dagger, as pain, as alien, as disintegrating, as empty, as not oneself."
888,acira,acirapabbajitā,AN5.114,,"ye te, ānanda, bhikkhū navā <b>acirapabbajitā</b> adhun'āgatā imaṃ dhammavinayaṃ","Ananda, those monks who [are] recently ordained, [who] recently come to this teaching and discipline."
893,acirapabbajita,acirapabbajitā,AN5.114,,"ye te, ānanda, bhikkhū navā <b>acirapabbajitā</b> adhun'āgatā imaṃ dhammavinayaṃ","Ananda, those monks who [are] recently ordained, [who] recently come to this teaching and discipline."
952,accaya 3,accayaṃ,SN12.70,,"tassa me, bhante, bhagavā <b>accayaṃ</b> accayato paṭiggaṇhātu, āyatiṃ saṁvarāya","Therefore, Venerable Sir, may the Blessed One accept my fault as fault, for the sake of [my] restraint in the future."
1077,acchidda 1,acchiddāni,MN48 (simpl),,yāni tāni sīlāni akhaṇḍāni <b>acchiddāni</b> asabalāni akammāsāni bhujissāni viññūhi pasatthāni aparāmaṭṭhāni samādhino saṃvattanikāni,"Whichever [of] those virtues, which are unbroken, without cracks, not mottled, unblemished, liberating, commended by wise persons, irreproachable and conducive for stability of mind"
1160,ajāta 1,ajātaṃ,UD73,,atthi bhikkhave <b>ajātaṃ</b> abhūtaṃ akataṃ asaṅkhataṃ,"Monks, there is [something] not born, not become, not made, not constructed/unconditioned."
2415,atītānāgatapaccuppanna,atīt'ānāgatapaccuppannaṃ,SN22.59,,rūpaṃ <b>atīt'ānāgatapaccuppannaṃ</b> ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā sabbaṃ rūpaṃ,"Materiality in the past, present, and future, internally or externally, coarse or fine, low or superior, [that] which [is] near or far away – all materiality"
2491,attani 2,attani,MN22,yes,"<b>attani</b> ca, bhikkhave, attaniye ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, — so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, — nanu ayaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?","""Monks, since oneself and what belongs to oneself is not being found as true and reliable, [then] the ground for views, [namely,] ‘that which the world [is] the self (world = self); after death I will be permanent, enduring, eternal; with an unchanging nature I will remain in the same way for ever and ever' – wouldn't this, monks, [be] a totally complete doctrine of fools?"""
2492,attaniya,attaniye,MN22,yes,"attani ca, bhikkhave, <b>attaniye</b> ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, — so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, — nanu ayaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?","""Monks, since oneself and what belongs to oneself is not being found as true and reliable, [then] the ground for views, [namely,] ‘that which the world [is] the self (world = self); after death I will be permanent, enduring, eternal; with an unchanging nature I will remain in the same way for ever and ever' – wouldn't this, monks, [be] a totally complete doctrine of fools?"""
2863,adassāvī,adassāvī,SN22.1,,"idha, gahapati, assutavā puthujjano ariyānaṃ <b>adassāvī</b> ariyadhammassa akovido ariyadhamme avinīto sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati","In this regard, householder, an uninstructed ordinary person who has no regard for noble persons, [who is] not proficient in the noble teaching, [who is] uneducated about the noble teaching, who has no regard for righteous men, [who is] not proficient in the teaching of righteous men, [who is] uneducated about the teaching of righteous men, regards form as self."
3037,addhuva,addhuvato,TH262,yes,"satthā ca me lokaṃ imaṃ adhiṭṭhahi, aniccato <b>addhuvato</b> asārato, pakkhanda maṃ citta jinassa sāsane, tārehi oghā mahatā suduttarā.","And the teacher determined this world for me as impermanent, unstable, and insubstantial. O mind, make me leap forth into the teachings of the conqueror; save me from the great torrent, extremely difficult to cross."
3038,addhuvato,addhuvato,TH262,yes,"satthā ca me lokaṃ imaṃ adhiṭṭhahi, aniccato <b>addhuvato</b> asārato, pakkhanda maṃ citta jinassa sāsane, tārehi oghā mahatā suduttarā.","And the teacher determined this world for me as impermanent, unstable, and insubstantial. O mind, make me leap forth into the teachings of the conqueror; save me from the great torrent, extremely difficult to cross."
3152,adhigata 1,adhigatehi,AN4.61(simpl),,ariyasāvako uṭṭhānavīriyena <b>adhigatehi</b> bhogehi bāhābalena paricitehi seda-avakkhittehi dhammikehi dhammena laddhehi imāni cattāri pattakammāni kattā hoti.,"The noble disciple, [who] by means of wealth acquired by effort and exertion, completely accumulated by manual labor and by [much] sweat shed, righteous [wealth] obtained by righteous means, is one who does these four worthy deeds."
3200,adhiṭṭhahi 1,adhiṭṭhahi,TH262,yes,"satthā ca me lokaṃ imaṃ <b>adhiṭṭhahi</b>, aniccato addhuvato asārato, pakkhanda maṃ citta jinassa sāsane, tārehi oghā mahatā suduttarā.","And the teacher determined this world for me as impermanent, unstable, and insubstantial. O mind, make me leap forth into the teachings of the conqueror; save me from the great torrent, extremely difficult to cross."
3404,adhunā,adhun'āgatā,AN5.114,,"ye te, ānanda, bhikkhū navā acirapabbajitā <b>adhun'āgatā</b> imaṃ dhammavinayaṃ","Ananda, those monks who [are] recently ordained, [who] recently come to this teaching and discipline."
3406,adhunāgata,adhun'āgatā,AN5.114,,"ye te, ānanda, bhikkhū navā acirapabbajitā <b>adhun'āgatā</b> imaṃ dhammavinayaṃ","Ananda, those monks who [are] recently ordained, [who] recently come to this teaching and discipline."
3475,anaṅgaṇa,anaṅgaṇe,MN39,,evaṃ samāhite citte parisuddhe pariyodāte <b>anaṅgaṇe</b> vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivās'ānussatiñāṇāya cittaṃ abhininnāmeti.,"When [his] mind is thus collected, [when it] has become pure, bright, spotless, without defilement, pliable workable, stabilized, [and] imperturbable, he inclines [his] mind for the knowledge from the recollection of previous lives."
3539,anatimānī,anatimānī,SNP8,,sakko ujū ca suhujū ca suvaco cassa mudu <b>anatimānī</b>,"He should be able, straight, upright, meek, soft and not arrogant."
