id,pali,selected_pali_word,class_source,extra,class_example,english_translation
32,akata 1,akatapubbaṃ,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā <b>akatapubbaṃ</b>, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
54,akatapubba,akatapubbaṃ,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā <b>akatapubbaṃ</b>, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
1344,ajjhāruha,ajjhāruho,AN5.51,,"byāpādo, bhikkhave, āvaraṇo nīvaraṇo cetaso <b>ajjhāruho</b> paññāya dubbalīkaraṇo.","Monks, ill will is an obstruction, a hindrance of the mind, which overwhelms and weakens understanding."
1854,aṭṭhi 2.1,aṭṭhiṃ,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ <b>aṭṭhiṃ</b> katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
1895,aṭṭhiṃ katvā,aṭṭhiṃ katvā,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ <b>aṭṭhiṃ katvā</b> manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
1913,aḍḍha 1.1,aḍḍho,VIN PAT PC 57,yes,tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete <b>aḍḍha</b>teyyamāsā,"This (is) the time in this case: One-and-a-half months (are) remaining of the hot season and the first month of the rainy season, thus these two-and-a-half months, ..."
1930,aḍḍhateyya,aḍḍhateyyamāsā,VIN PAT PC 57,yes,tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete <b>aḍḍhateyyamāsā</b>,"This (is) the time in this case: One-and-a-half months (are) remaining of the hot season and the first month of the rainy season, thus these two-and-a-half months, ..."
1932,aḍḍhateyyamāsa,aḍḍhateyyamāsā,VIN PAT PC 57,yes,tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete <b>aḍḍhateyyamāsā</b>,"This (is) the time in this case: One-and-a-half months (are) remaining of the hot season and the first month of the rainy season, thus these two-and-a-half months, ..."
2262,atiyātuṃ,atiyātuṃ,AN2.40,,"yasmiṃ, bhikkhave, samaye rājāno balavanto honti, corā tasmiṃ samaye dubbalā honti. tasmiṃ, bhikkhave, samaye rañño phāsu hoti <b>atiyātuṃ</b> vā niyyātuṃ vā paccantime vā janapade anusaññātuṃ.","At whichever time kings are strong, robbers are weak. At that time it is easy for the king to re-enter or to go out and to visit the outlying districts."
2466,attato,attato,SN22.1,,"na rūpaṃ <b>attato</b> samanupassati, na rūpavantaṃ vā attānaṃ; na attani vā rūpaṃ, na rūpasmiṃ vā attānaṃ. ahaṃ rūpaṃ, mama rūpan'ti na pariyuṭṭhaṭṭhāyī hoti.","He does not consider physical form as the self, or the self as having physical form, or physical form as in the self, or the self as in physical form. He does not remain obsessed (by the idea) “I am physical form, physical form is mine.”"
2486,attanā 1,attanā,DHP160,,"attā hi attano nātho, ko hi nātho paro siyā, <b>attanā</b> hi sudantena, nāthaṃ labhati dullabhaṃ.","One is truly one's own protector, How could another be (one's) protector? With oneself truly well-tamed one obtains a protector that is hard to get."
2490,attani 1,attano,DHP160,,"attā hi <b>attano</b> nātho, ko hi nātho paro siyā, attanā hi sudantena, nāthaṃ labhati dullabhaṃ.","One is truly one's own protector, How could another be (one's) protector? With oneself truly well-tamed one obtains a protector that is hard to get."
2501,attano 2,attano,DHP160,,"attā hi <b>attano</b> nātho, ko hi nātho paro siyā, attanā hi sudantena, nāthaṃ labhati dullabhaṃ.","One is truly one's own protector, How could another be (one's) protector? With oneself truly well-tamed one obtains a protector that is hard to get."
3053,adhamma 1,,,,,
3554,anattani,anattani,AN4.49,,"<b>anattani</b>, bhikkhave, attāti saññāvipallāso cittavipallāso diṭṭhivipallāso.","""In regard to what is not (a) self, ""(This is) self"". (is) the distortion of perception, the distortion of thought, the distortion of view."
4884,anupekkhita,manasānupekkhitā,AN8.2,,tathārūpāssa dhammā bahussutā honti dhātā vacasā paricitā <b>manasānupekkhitā</b> diṭṭhiyā suppaṭividdhā.,"Teachings of such quality are well-learned by him, remembered, verbally practised, mentally reflected upon, and thoroughly understood by view."
5194,anusaññātuṃ,anusaññātuṃ,AN2.40,,"yasmiṃ, bhikkhave, samaye rājāno balavanto honti, corā tasmiṃ samaye dubbalā honti. tasmiṃ, bhikkhave, samaye rañño phāsu hoti atiyātuṃ vā niyyātuṃ vā paccantime vā janapade <b>anusaññātuṃ</b>.","At whichever time kings are strong, robbers are weak. At that time it is easy for the king to re-enter or to go out and to visit the outlying districts."
6972,appamāṇacetasa,appamāṇacetaso,SN35.247,,"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati <b>appamāṇacetaso</b>","Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form; with mindfulness of the body present, he dwells with an immeasurable mind."
7110,appiya 1,appiyarūpe,SN35.247,,"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, <b>appiyarūpe</b> rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso","Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form; with mindfulness of the body present, he dwells with an immeasurable mind."
7114,appiyarūpa,appiyarūpe,SN35.247,,"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, <b>appiyarūpe</b> rūpe na byāpajjati, upaṭṭhitakāyassati ca viharati appamāṇacetaso","Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form; with mindfulness of the body present, he dwells with an immeasurable mind."
7118,appekadā,app'ekad'āhaṃ,MN82,yes,"app'ekad'āhaṃ, bho raṭṭhapāla, idha pādaṃ karissāmī'ti aññen'eva pādaṃ karomī""ti.","“Just sometimes, master Raṭṭhapāla, thinking, ""I will place the foot here"", I place it at (lit.: with) another (place).”"
7751,abhidā,,,,,
8576,amuka,amukasmiñ'ca,AN3.71,yes,"gopālako sāyanhasamaye sāmikānaṃ gāvo niyyātetvā iti paṭisañcikkhati: ""ajja kho gāvo <b>amukasmiñ'ca</b> amukasmiñ'ca padese cariṃsu""","In the evening, a young cowherd, having handed over the cattle to the owners, reflects thus: “Today, indeed, the cattle grazed in this place and in that place…”"
9899,asma,,,,,
11283,ācarita,,,,,
11966,āpodhātu 1,āpodhātu,DN22.6,,"puna caparaṃ, bhikkhave, bhikkhu imameva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati, atthi imasmiṃ kāye pathavīdhātu <b>āpodhātu</b> tejodhātu vāyodhātū'ti.","And further, monks, a monk regards this body, as it is positioned, as it is directed, as elemental states. “In this very body there is the solid state, the liquid state, the fire state and the air state.”"
12998,āvaraṇa 1,āvaraṇo,AN5.51,,"byāpādo, bhikkhave, <b>āvaraṇo</b> nīvaraṇo cetaso ajjhāruho paññāya dubbalīkaraṇo.","Monks, ill will is an obstruction, a hindrance of the mind, which overwhelms and weakens understanding."
13114,āvilatta 1,āvilattaṃ,SNP54,,"theyyaṃ na kāre na musā bhaṇeyya, mettāya phasse tasathāvarāni, yadā<b>vilattaṃ</b> manaso vijaññā, kaṇhassa pakkho'ti vinodayeyya.","One should not perform theft, One should not speak falsely, One should touch unstable and firm beings with kindness, One should know any disturbance of mind and dispel it as “a flank of the Dark One.”"
13340,iccāyasmā,icc'āyasmā,SNP58,,"“ye kec'ime isayo manujā, (<b>icc'āyasmā</b> puṇṇako)",Whichever of these human beings [are] seers. (Thus said venerable Puṇṇaka)
13347,iccete,icc'ete,VIN PAT PC 57,yes,tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso <b>icc'ete</b> aḍḍhateyyamāsā,"This (is) the time in this case: One-and-a-half months (are) remaining of the hot season and the first month of the rainy season, thus these two-and-a-half months, ..."
13784,imameva,imameva,DN22.6,,"puna caparaṃ, bhikkhave, bhikkhu <b>imameva</b> kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati, atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu vāyodhātū'ti.","And further, monks, a monk regards this body, as it is positioned, as it is directed, as elemental states. “In this very body there is the solid state, the liquid state, the fire state and the air state.”"
15575,upaṭṭhitakāyassati,upaṭṭhitakāyassati,SN35.247,,"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, <b>upaṭṭhitakāyassati</b> ca viharati appamāṇacetaso","Here, monks, having seen a form with the eye, a monk is not drawn to a pleasing form, and he is not repelled by an unpleasant form; with mindfulness of the body present, he dwells with an immeasurable mind."
17493,ekadā 1,ekadā,MN82,yes,"app'<b>ekad</b>'āhaṃ, bho raṭṭhapāla, idha pādaṃ karissāmī'ti aññen'eva pādaṃ karomī""ti.","“Just sometimes, master Raṭṭhapāla, thinking, ""I will place the foot here"", I place it at (lit.: with) another (place).”"
17919,ete 1,,,,,
17968,enaṃ,enaṃ,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam<b>enaṃ</b> hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
19136,ohita 3,ohitasoto,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā <b>ohitasoto</b> suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
19138,ohitasota,ohitasoto,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā <b>ohitasoto</b> suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
19562,kaṇha 3,kaṇhassa,SNP54,,"theyyaṃ na kāre na musā bhaṇeyya, mettāya phasse tasathāvarāni, yadāvilattaṃ manaso vijaññā, <b>kaṇhassa</b> pakkho'ti vinodayeyya.","One should not perform theft, One should not speak falsely, One should touch unstable and firm beings with kindness, One should know any disturbance of mind and dispel it as “a flank of the Dark One.”"
19637,katapubba,katapubbaṃ,AN5.140,yes,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā <b>katapubbaṃ</b> yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.","Here, monks, a king's bull elephant to whichever task the elephant trainer has him perform, whether [it] has been previously done or not previously done, having focused and paid attention on that (task), having concentrated completely with the mind, he listens with applied ear."
