id,pali,selected_pali_word,class_source,extra,class_example,english_translation
161,akārita 1,akāritapubbaṃ,MN65,yes,"tassa mukh'ādhāne kāraṇaṃ kāriyamānassa honti y'eva visūkāyitāni visevitāni vipphanditāni kānici kānici, yathā taṃ <b>akāritapubbaṃ</b> kāraṇaṃ kāriyamānassa.","While [the colt] is being made to do a task with the bit, there are just twistings, tricks, and vacillations in whichever way, [because] it is being made to do that task not previously done before."
162,akāritapubba,akāritapubbaṃ,MN65,yes,"tassa mukh'ādhāne kāraṇaṃ kāriyamānassa honti y'eva visūkāyitāni visevitāni vipphanditāni kānici kānici, yathā taṃ <b>akāritapubbaṃ</b> kāraṇaṃ kāriyamānassa.","While [the colt] is being made to do a task with the bit, there are just twistings, tricks, and vacillations in whichever way, [because] it is being made to do that task not previously done before."
235,akuppamāna,akuppamāno,MN140,,"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, ajāyamāno kiṃ jīyissati, ajīyamāno kiṃ mīyissati, amīyamāno kiṃ kuppissati, <b>akuppamāno</b> kissa pihessati?","Monk, there is indeed for him (i.e. he has indeed) not that by which he himself could be born. Not being born, how will he age? Not getting old, how will he die? Not dying, how will he be agitated? Not being agitated, for what will he long?"
1178,ajāyamāna,ajāyamāno,MN140,,"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, <b>ajāyamāno</b> kiṃ jīyissati, ajīyamāno kiṃ mīyissati, amīyamāno kiṃ kuppissati, akuppamāno kissa pihessati?","Monk, there is indeed for him (i.e. he has indeed) not that by which he himself could be born. Not being born, how will he age? Not getting old, how will he die? Not dying, how will he be agitated? Not being agitated, for what will he long?"
1211,ajīyamāna,ajīyamāno,MN140,,"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, ajāyamāno kiṃ jīyissati, <b>ajīyamāno</b> kiṃ mīyissati, amīyamāno kiṃ kuppissati, akuppamāno kissa pihessati?","Monk, there is indeed for him (i.e. he has indeed) not that by which he himself could be born. Not being born, how will he age? Not getting old, how will he die? Not dying, how will he be agitated? Not being agitated, for what will he long?"
1601,aññā 1,aññ'indriyaṃ,ITI62,,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? anaññātaññassāmī't'indriyaṃ, <b>aññ'indriyaṃ</b>, aññātāv'indriyaṃ","Monks, [there are] these three mental faculties. Which three? The faculty (that senses) “I will know the unknown,” the faculty of final knowledge, the faculty of one who has understood."
1628,aññātāvindriya,aññātāv'indriyaṃ,ITI62,,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? anaññātaññassāmī't'indriyaṃ, aññ'indriyaṃ, <b>aññātāv'indriyaṃ</b>","Monks, [there are] these three mental faculties. Which three? The faculty (that senses) “I will know the unknown,” the faculty of final knowledge, the faculty of one who has understood."
1630,aññātāvī 2.1,aññātāv'indriyaṃ,ITI62,,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? anaññātaññassāmī't'indriyaṃ, aññ'indriyaṃ, <b>aññātāv'indriyaṃ</b>","Monks, [there are] these three mental faculties. Which three? The faculty (that senses) “I will know the unknown,” the faculty of final knowledge, the faculty of one who has understood."
1656,aññindriya,aññ'indriyaṃ,ITI62,,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? anaññātaññassāmī't'indriyaṃ, <b>aññ'indriyaṃ</b>, aññātāv'indriyaṃ","Monks, [there are] these three mental faculties. Which three? The faculty (that senses) “I will know the unknown,” the faculty of final knowledge, the faculty of one who has understood."
2883,adiṭṭhapubba,adiṭṭhapubbo,SN35.245,yes,"seyyathāpi, bhikkhu, purisassa kiṃsuko <b>adiṭṭhapubbo</b> assa. so yen'aññataro puriso kiṃsukassa dassāvī ten'upasaṅkameyya.",Suppose there were (lit: would be) a man who had never seen a parrot tree before (lit: by whom a parrot tree had not been seen before); he would approach a certain person who has seen a parrot tree….
3281,adhimatta,adhimattaṃ,AN10.51,,"seyyathā'pi, bhikkhave, ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya <b>adhimattaṃ</b> chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.","Imagine if, monks, someone's clothes or head was on fire. He would (set) extreme intention and (make) effort and exertion and tireless determination and (have) mindfulness and clear attention for putting out that exact clothes or head."
3512,anaññāta,anaññātaññassāmī't'indriyaṃ,ITI62,,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? <b>anaññātaññassāmī't'indriyaṃ</b>, aññ'indriyaṃ, aññātāv'indriyaṃ","Monks, [there are] these three mental faculties. Which three? The faculty (that senses) “I will know the unknown,” the faculty of final knowledge, the faculty of one who has understood."
3513,anaññātaññassāmītindriya,anaññātaññassāmī't'indriyaṃ,ITI62,,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? <b>anaññātaññassāmī't'indriyaṃ</b>, aññ'indriyaṃ, aññātāv'indriyaṃ","Monks, [there are] these three mental faculties. Which three? The faculty (that senses) “I will know the unknown,” the faculty of final knowledge, the faculty of one who has understood."
3540,anatiritta,anatirittaṃ,VIN PAT PC 35,,"yo pana bhikkhu bhuttāvī pavārito <b>anatirittaṃ</b> khādanīyaṃ vā bhojanīyaṃ vā khādeyya vā bhuñjeyya vā, pācittiyaṃ.","If any monk who has eaten (a meal), who has been invited (to take more and refused), should chew uncooked food or consume food to be savored, which is not left over, [this is a case] involving confession."
3807,anaya 1.1,anayabyasanaṃ,SN22.93,yes,"tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ <b>anayabyasanaṃ</b> āpajjeyya.","A person being carried along by its (the rivers) current, even if he grabbed hold of the grasses (growing along the bank), they would break off and because of that he would experience misfortune and disaster."
3810,anayabyasana,anayabyasanaṃ,SN22.93,yes,"tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ <b>anayabyasanaṃ</b> āpajjeyya.","A person being carried along by its (the rivers) current, even if he grabbed hold of the grasses (growing along the bank), they would break off and because of that he would experience misfortune and disaster."
3851,anavajjatā,anavajjatā,MN107,,paṭisankhā yoniso āhāraṃ āhāreyyāsi n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāvadeva imassa kāyassa ṭhitiyā yāpanāya vihiṃs'ūparatiyā brahmacariy'ānuggahāya iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na uppādessāmi yātrā ca no bhavissati <b>anavajjatā</b> ca phāsu vihāro cā'ti,"Reflecting deeply: you should not eat food for fun, nor for intoxication, nor for embellishment, nor for beautification. Only for as much the continuance of this body and for nourishment of this body, and for avoiding harm to this body, and for supporting the spiritual life. Thus I will destroy the old feelings (of hunger) and not cause a new feeling (of fullness) to arise. And we will have a support, blamelessness and comfortable existence."
4284,anivesana,anivesano,DHP40,,"kumbh'ūpamaṃ kāyam'imaṃ viditvā, nagar'ūpamaṃ cittam'idaṃ ṭhapetvā. yodhetha māraṃ paññ'āvudhena, jitañ'ca rakkhe <b>anivesano</b> siyā.","Having perceived this body [is fragile] like a clay pot, having set up this mind like a fortress, you should fight against death with the weapon of wisdom; one should protect the conquest and be without attachment."
5141,anuruddha 1,anuruddhassa,MN31,,"kiṃ nu kho mayaṃ āyasmato <b>anuruddhassa</b> evam'ārocimha, imāsañ'ca imāsañ'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti","“Did we ever inform the venerable Anuruddha, 'We obtain such and such meditation attainments?”"
5540,aneja,anejaṃ,DHP422,,"usabhaṃ pavaraṃ vīraṃ, mahesiṃ vijitāvinaṃ, <b>anejaṃ</b> nhātakaṃ buddhaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.","The great sage, the hero, the distinguished noble being who, unmoved, vanquished; the perfected one, the awakened one – him do I call a brahmin (holy man)."
5800,antevāsī 1,māyākār'antevāsī,SN22.95,yes,"seyyathā'pi, bhikkhave, māyākāro vā <b>māyākār'antevāsī</b> vā catumahāpathe māyaṃ vidaṃseyya.",Just as a magician or a magician's apprentice would display an illusion at a crossroads (i.e. at the meeting of four great roads).
6660,api 1.4,api,SN4.19,,"<b>api</b>, samaṇa, balībadde addasā'ti?","Perhaps, ascetic, he saw oxen?"
6863,appaṭivānī,appaṭivāniñ'ca,AN10.51,,"seyyathā'pi, bhikkhave, ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca <b>appaṭivāniñ'ca</b> satiñ'ca sampajaññañ'ca kareyya.","Imagine if, monks, someone's clothes or head was on fire. He would (set) extreme intention and (make) effort and exertion and tireless determination and (have) mindfulness and clear attention for putting out that exact clothes or head."
6974,appamāṇasamādhi,appamāṇasamādhinā,AN3.91,,"yathā divā tathā rattiṃ, yathā rattiṃ tathā divā, abhibhuyya disā sabbā, <b>appamāṇasamādhinā</b>.","As by day, so by night, as by night, so by day. Overcoming all directions with a boundless stable mind."
8011,abhibhuyya,abhibhuyya,AN3.91,,"yathā divā tathā rattiṃ, yathā rattiṃ tathā divā, <b>abhibhuyya</b> disā sabbā, appamāṇasamādhinā.","As by day, so by night, as by night, so by day. Overcoming all directions with a boundless stable mind."
8574,amīyamāna,amīyamāno,MN140,,"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, ajāyamāno kiṃ jīyissati, ajīyamāno kiṃ mīyissati, <b>amīyamāno</b> kiṃ kuppissati, akuppamāno kissa pihessati?","Monk, there is indeed for him (i.e. he has indeed) not that by which he himself could be born. Not being born, how will he age? Not getting old, how will he die? Not dying, how will he be agitated? Not being agitated, for what will he long?"
8798,ayoniso,yoniso,MN107,,paṭisankhā <b>yoniso</b> āhāraṃ āhāreyyāsi n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāvadeva imassa kāyassa ṭhitiyā yāpanāya vihiṃs'ūparatiyā brahmacariy'ānuggahāya iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na uppādessāmi yātrā ca no bhavissati anavajjatā ca phāsu vihāro cā'ti,"Reflecting deeply: you should not eat food for fun, nor for intoxication, nor for embellishment, nor for beautification. Only for as much the continuance of this body and for nourishment of this body, and for avoiding harm to this body, and for supporting the spiritual life. Thus I will destroy the old feelings (of hunger) and not cause a new feeling (of fullness) to arise. And we will have a support, blamelessness and comfortable existence."
8800,ayonisomanasikāra,ayonisomanasikārassa,AN10.61,yes,"ko c'āhāro <b>ayonisomanasikārassa</b>. assaddhiyan'ti'ssa vacanīyaṃ. assaddhiyam'p'āhaṃ, bhikkhave, sāhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro assaddhiyassa. asaddhammassavanan'ti'ssa vacanīyaṃ","And what is the fuel for improper attention? It should be said of this, “lack of belief.” And monks, lack of belief has a fuel, it is not fuel-less. What is the fuel for lack of belief? It should be said of this, “not listening to the true teaching.”"
9416,asaddhammassavana,asaddhammassavanan,AN10.61,yes,ko c'āhāro assaddhiyassa. <b>asaddhammassavanan</b>'ti'ssa vacanīyaṃ,"And what is the fuel for lack of belief? It should be said of this, “not listening to the true teaching.”"
9964,assaddhiya,assaddhiyassa,AN10.61,yes,"ko c'āhāro <b>assaddhiyassa</b>. asaddhammassavanan'ti'ssa vacanīyaṃ","What is the fuel for lack of belief? It should be said of this, “not listening to the true teaching.”"
10643,avibhatta 1,avibhattassa,MN18,,ko nu kho imassa bhagavatā saṃkhittena uddesassa uddiṭṭhassa vitthārena atthaṃ <b>avibhattassa</b> vitthārena atthaṃ vibhajeyyā'ti,"(lit.) Who could analyse the meaning in detail of this brief statement stated and unexplained by the Blessed One, [who could] analyse the meaning in detail?"
11669,ādhāna 2,mukh'ādhāne,MN65,yes,"tassa <b>mukh'ādhāne</b> kāraṇaṃ kāriyamānassa honti y'eva visūkāyitāni visevitāni vipphanditāni kānici kānici, yathā taṃ akāritapubbaṃ kāraṇaṃ kāriyamānassa.","While [the colt] is being made to do a task with the bit, there are just twistings, tricks, and vacillations in whichever way, [because] it is being made to do that task not previously done before."
11835,āpajjati 1,āpajjeyya,SN22.93,yes,"tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ anayabyasanaṃ <b>āpajjeyya</b>.","A person being carried along by its (the rivers) current, even if he grabbed hold of the grasses (growing along the bank), they would break off and because of that he would experience misfortune and disaster."
13139,āvudha 1,paññ'āvudhena,DHP40,,"kumbh'ūpamaṃ kāyam'imaṃ viditvā, nagar'ūpamaṃ cittam'idaṃ ṭhapetvā. yodhetha māraṃ <b>paññ'āvudhena</b>, jitañ'ca rakkhe anivesano siyā.","Having perceived this body [is fragile] like a clay pot, having set up this mind like a fortress, you should fight against death with the weapon of wisdom; one should protect the conquest and be without attachment."
13252,āhāraṃ āhāreti,āhāraṃ āhāreyyāsi,MN107,,paṭisankhā yoniso <b>āhāraṃ āhāreyyāsi</b> n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāvadeva imassa kāyassa ṭhitiyā yāpanāya vihiṃs'ūparatiyā brahmacariy'ānuggahāya iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na uppādessāmi yātrā ca no bhavissati anavajjatā ca phāsu vihāro cā'ti,"Reflecting deeply: you should not eat food for fun, nor for intoxication, nor for embellishment, nor for beautification. Only for as much the continuance of this body and for nourishment of this body, and for avoiding harm to this body, and for supporting the spiritual life. Thus I will destroy the old feelings (of hunger) and not cause a new feeling (of fullness) to arise. And we will have a support, blamelessness and comfortable existence."
13259,āhāreti,āhāreyyāsi,MN107,,paṭisankhā yoniso āhāraṃ <b>āhāreyyāsi</b> n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāvadeva imassa kāyassa ṭhitiyā yāpanāya vihiṃs'ūparatiyā brahmacariy'ānuggahāya iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na uppādessāmi yātrā ca no bhavissati anavajjatā ca phāsu vihāro cā'ti,"Reflecting deeply: you should not eat food for fun, nor for intoxication, nor for embellishment, nor for beautification. Only for as much the continuance of this body and for nourishment of this body, and for avoiding harm to this body, and for supporting the spiritual life. Thus I will destroy the old feelings (of hunger) and not cause a new feeling (of fullness) to arise. And we will have a support, blamelessness and comfortable existence."
13805,imāsaṃ,imāsañ'ca,MN31,,"kiṃ nu kho mayaṃ āyasmato anuruddhassa evam'ārocimha, <b>imāsañ'ca</b> imāsañ'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti","“Did we ever inform the venerable Anuruddha, 'We obtain such and such meditation attainments?”"
15107,uddiṭṭha 1,uddiṭṭhassa,MN18,,ko nu kho imassa bhagavatā saṃkhittena uddesassa <b>uddiṭṭhassa</b> vitthārena atthaṃ avibhattassa vitthārena atthaṃ vibhajeyyā'ti,"(lit.) Who could analyse the meaning in detail of this brief statement stated and unexplained by the Blessed One, [who could] analyse the meaning in detail?"
15921,upama 1,ūpamaṃ,DHP40,,"kumbh'<b>ūpamaṃ</b> kāyam'imaṃ viditvā, nagar'ūpamaṃ cittam'idaṃ ṭhapetvā. yodhetha māraṃ paññ'āvudhena, jitañ'ca rakkhe anivesano siyā.","Having perceived this body [is fragile] like a clay pot, having set up this mind like a fortress, you should fight against death with the weapon of wisdom; one should protect the conquest and be without attachment."
16677,uppādeti,uppādessāmi,MN107,,paṭisankhā yoniso āhāraṃ āhāreyyāsi n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāvadeva imassa kāyassa ṭhitiyā yāpanāya vihiṃs'ūparatiyā brahmacariy'ānuggahāya iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na <b>uppādessāmi</b> yātrā ca no bhavissati anavajjatā ca phāsu vihāro cā'ti,"Reflecting deeply: you should not eat food for fun, nor for intoxication, nor for embellishment, nor for beautification. Only for as much the continuance of this body and for nourishment of this body, and for avoiding harm to this body, and for supporting the spiritual life. Thus I will destroy the old feelings (of hunger) and not cause a new feeling (of fullness) to arise. And we will have a support, blamelessness and comfortable existence."
17082,usabha 2,usabhaṃ,DHP422,,"usabhaṃ pavaraṃ vīraṃ, mahesiṃ vijitāvinaṃ, anejaṃ nhātakaṃ buddhaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.","The great sage, the hero, the distinguished noble being who, unmoved, vanquished; the perfected one, the awakened one – him do I call a brahmin (holy man)."
17195,ussāha,ussāhañ'ca,AN10.51,,"seyyathā'pi, bhikkhave, ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca <b>ussāhañ'ca</b> ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.","Imagine if, monks, someone's clothes or head was on fire. He would (set) extreme intention and (make) effort and exertion and tireless determination and (have) mindfulness and clear attention for putting out that exact clothes or head."
17237,ussoḷhi,ussoḷhiñ'ca,AN10.51,,"seyyathā'pi, bhikkhave, ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca <b>ussoḷhiñ'ca</b> appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.","Imagine if, monks, someone's clothes or head was on fire. He would (set) extreme intention and (make) effort and exertion and tireless determination and (have) mindfulness and clear attention for putting out that exact clothes or head."
17506,ekadhamma,ekadhammassa,SN1.71,,"kiṃsu chetvā sukhaṃ seti, kiṃsu chetvā na socati, kissassu <b>ekadhammassa</b>, vadhaṃ rocesi gotamā'ti.","Having severed what, he sleeps comfortably? Having severed what, he does not mourn? The slaughter of which one thing, O Gotama, do you consent to?"
18090,evamārocesi,,,,,
18279,okāsa 2,okāso,AN3.101,,"yo, bhikkhave, evaṃ vadeyya, yathā yath'āyaṃ puriso kammaṃ karoti tathā tathā taṃ paṭisaṃvediyatī'ti, evaṃ santaṃ, bhikkhave, brahmacariyavāso na hoti, <b>okāso</b> na paññāyati sammā dukkhassa antakiriyāya.","Whoever monks, would say thus, “In whatever way a person performs a deed, in exactly that way he experiences that (result)."" This being the case, monks, there is no living the holy life, no opportunity is evident for the complete ending of suffering."
