id,pali,selected_pali_word,class_source,extra,class_example,english_translation
181,akāsi 1,akāsi,KHP7,yes,"adāsi me <b>akāsi</b> me, ñātimittā sakhā ca me. petānaṃ dakkhiṇaṃ dajjā, pubbe katam'anussaraṃ.","“He gave to me, he did for me, they [were] my family, friends, and companions”; one should give a donation to the departed, remembering what was done before (by them)."
504,agamissa,agamissa,AN2.9,yes,"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, nayidha paññāyetha mātāti vā mātucchāti vā mātulānīti vā ācariyabhariyāti vā garūnaṃ dārāti vā. sambhedaṃ loko <b>agamissa</b>, yathā ajeḷakā kukkuṭasūkarā soṇasiṅgālā.","If these two wholesome principles did not protect the world, it would not be clear, (this is my) mother, (this is my) mother's sister, (this is my) uncle's wife, (these are) wives of teachers. The world would become confused like goats and sheep, chickens and pigs, dogs and jackals."
1222,ajeḷakā,ajeḷakā,AN2.9,yes,"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, nayidha paññāyetha mātāti vā mātucchāti vā mātulānīti vā ācariyabhariyāti vā garūnaṃ dārāti vā. sambhedaṃ loko agamissa, yathā <b>ajeḷakā</b> kukkuṭasūkarā soṇasiṅgālā.","If these two wholesome principles did not protect the world, it would not be clear, (this is my) mother, (this is my) mother's sister, (this is my) uncle's wife, (these are) wives of teachers. The world would become confused like goats and sheep, chickens and pigs, dogs and jackals."
2517,attabhāva 2,attabhāvapaṭilābho,SN22.96,,"ettako cepi, bhikkhu, <b>attabhāvapaṭilābho</b> abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
2519,attabhāvapaṭilābha,attabhāvapaṭilābho,SN22.96,,"ettako cepi, bhikkhu, <b>attabhāvapaṭilābho</b> abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
2878,adāsi,adāsi,KHP7,yes,"adāsi me akāsi me, ñātimittā sakhā ca me. petānaṃ dakkhiṇaṃ dajjā, pubbe katam'anussaraṃ.","“He gave to me, he did for me, they [were] my family, friends, and companions”; one should give a donation to the departed, remembering what was done before (by them)."
2970,addakkhu,addakkhu,AN4.49,,"aniccaṃ aniccato dakkhuṃ, dukkham'<b>addakkhu</b> dukkhato. anattani anattā'ti, asubhaṃ asubhat'addasuṃ. sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti","“They saw what is impermanent as impermanent. They saw suffering as suffering. They have seen what is non-self as non-self, they have perceived what is foul as foul. Taking upon themselves right view, they overcame all suffering.”"
2978,addasuṃ,addasuṃ,AN4.49,,"aniccaṃ aniccato dakkhuṃ, dukkham'addakkhu dukkhato. anattani anattā'ti, asubhaṃ asubhat'<b>addasuṃ</b>. sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti","“They saw what is impermanent as impermanent. They saw suffering as suffering. They have seen what is non-self as non-self, they have perceived what is foul as foul. Taking upon themselves right view, they overcame all suffering.”"
4109,aniketa,aniketacārī,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho <b>aniketacārī</b>.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
4110,aniketacārī,aniketacārī,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho <b>aniketacārī</b>.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
