id,pali,selected_pali_word,class_source,extra,class_example,english_translation
691,aggivessana,aggivessana,MN35,,"taṃ kiṃ maññasi, <b>aggivessana</b>, vatteyya rañño khattiyassa muddh'āvasittassa sakasmiṃ vijite vaso, ghātetāyaṃ vā ghātetuṃ, jāpetāyaṃ vā jāpetuṃ, pabbājetāyaṃ vā pabbājetuṃ?","What do you think, Aggivessana, would a noble, head-anointed king have a power in his own realm, to execute one worthy to be executed, or fine one worthy to be fined, or banish one worthy to be banished?"
1252,ajjeva,ajj'eva,MN131,,"ajj'eva kiccam'ātappaṃ, ko jaññā maraṇaṃ suve",Effort should be made this very day; who could know [if] death [is] tomorrow?
2085,atikkāmayanta,atikkāmayato,VIN PAT NP 1,,"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine das'āhaparamaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ <b>atikkāmayato</b> nissaggiyaṃ pācittiyaṃ.","When the robe(-cloth) is finished by a monk, [and] when the Kathina [privileges] have been withdrawn, [then] excess robe-cloth is to be kept for ten days at the most. For [one] exceeding [the ten days], this is an offence requiring confession and forfeiture."
2276,atireka 1,atirekacīvaraṃ,VIN PAT NP 1,,"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine das'āhaparamaṃ <b>atirekacīvaraṃ</b> dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ.","When the robe(-cloth) is finished by a monk, [and] when the Kathina [privileges] have been withdrawn, [then] excess robe-cloth is to be kept for ten days at the most. For [one] exceeding [the ten days], this is an offence requiring confession and forfeiture."
2284,atirekacīvara,atirekacīvaraṃ,VIN PAT NP 1,,"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine das'āhaparamaṃ <b>atirekacīvaraṃ</b> dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ.","When the robe(-cloth) is finished by a monk, [and] when the Kathina [privileges] have been withdrawn, [then] excess robe-cloth is to be kept for ten days at the most. For [one] exceeding [the ten days], this is an offence requiring confession and forfeiture."
2507,attapaṭilābha,attapaṭilābhassa,DN9.7,,"oḷārikassa'pi kho ahaṃ, poṭṭhapāda, <b>attapaṭilābhassa</b> pahānāya dhammaṃ desemi, yathāpaṭipannānaṃ vo saṃkilesikā dhammā pahīyissanti, vodāniyā dhammā abhivaḍḍhissanti","But I teach, Poṭṭhapāda, the doctrine for the giving up of the acquisition of the gross self, for those who practice accordingly, surely the defiling mental states will be abandoned and mental states to be purified will increase more and more."
3733,anabbhita,anabbhito,VIN PAT SA,,"ekena'pi ce ūno vīsatigaṇo bhikkhusaṅgho taṃ bhikkhuṃ abbheyya, so ca bhikkhu <b>anabbhito</b>, te ca bhikkhū gārayhā","If a community of monks, [which is] a quorum of twenty, [is] deficient even by one [monk], and should reinstate that monk, [then] that monk is not reinstated and those monks are blameworthy."
4111,aniketasārī,aniketasārī,SN22.3,,"okaṃ pahāya <b>aniketasārī</b>, gāme akubbaṃ muni santhavāni, kāmehi ritto apurakkharāno, kathaṃ na viggayha janena kayirā'ti.","“Leaving behind home, the sage is wandering homeless, not making close associations in the village, free from sense pleasures, not preferring, he would not engage in quarrelling talk with people. (lit. not quarrelling, he would engage in talk with people.”"
6661,api 1.5,,,,,
6713,apurakkharāna,apurakkharāno,SN22.3,,"okaṃ pahāya aniketasārī, gāme akubbaṃ muni santhavāni, kāmehi ritto <b>apurakkharāno</b>, kathaṃ na viggayha janena kayirā'ti.","“Leaving behind home, the sage is wandering homeless, not making close associations in the village, free from sense pleasures, not preferring, he would not engage in quarrelling talk with people. (lit. not quarrelling, he would engage in talk with people.”"
7372,abbheti,abbheyya,VIN PAT SA,,"ekena'pi ce ūno vīsatigaṇo bhikkhusaṅgho taṃ bhikkhuṃ <b>abbheyya</b>, so ca bhikkhu anabbhito, te ca bhikkhū gārayhā","If a community of monks, [which is] a quorum of twenty, [is] deficient even by one [monk], and should reinstate that monk, [then] that monk is not reinstated and those monks are blameworthy."
7504,abhaviṃsu,abhaviṃsu,MN43,yes,"te ca h'āvuso, āyusaṅkhārā <b>abhaviṃsu</b> te vedaniyā dhammā, na'y'idaṃ saññāvedayitanirodhaṃ samāpannassa bhikkhuno vuṭṭhānaṃ paññāyetha.","And if, friend, life forces were things that could be felt, [then] for a monk [who had] entered into the cessation of perception and feeling, emerging (from it) would not be evident."
7598,abhigīta,abhigītaṃ,SNP4,yes,"gāth'<b>abhigītaṃ</b> me abhojaneyyaṃ, sampassataṃ brāhmaṇa n'esa dhammo, gāth'ābhigītaṃ panudanti buddhā, dhamme satī brāhmaṇa vutti'r'esā.","[Food] chanted over with verses is not fit for me to eat; this is not the principle of those who are seeing, Brahmin. The Awakened Ones reject [things] chanted over with verses; [that] being [their] principle, Brahmin, this is [their] way of life."
