id,pali,selected_pali_word,class_source,extra,class_example,english_translation
1044,acchariya 1,acchariyo,UD45,,"ayaṃ, bhikkhave, imasmiṃ dhammavinaye chaṭṭho <b>acchariyo</b> abbhuto dhammo","Monks, this is the sixth wonderful and amazing quality in this Dhamma and Vinaya."
1713,aṭṭha 1.1,aṭṭha,MN16,,"seyyathāpi, bhikkhave, kukkuṭiyā aṇḍāni <b>aṭṭha</b> vā dasa vā dvādasa vā.","Imagine if, monks, there could be hen's eggs, eight or ten or twelve."
1736,aṭṭhakavaggika,aṭṭhakavaggikāni,UD46,,"evaṃ, bhante'ti kho āyasmā soṇo bhagavato paṭissutvā soḷasa <b>aṭṭhakavaggikāni</b> sabbāni eva sarena abhaṇi.","""Yes, venerable sir."" Having responded in agreement to the Blessed One, Venerable Soṇa indeed recited melodiously all sixteen [suttas], belonging to the groups of eight."
1786,aṭṭhama 1,aṭṭhamaṃ,SNP13,yes,"ye ariyasaccāni vibhāvayanti, gambhīrapaññena sudesitāni. kiñ'c'āpi te honti bhusaṃ pamattā, na te bhavaṃ <b>aṭṭhamaṃ</b> ādiyanti.","They who understand clearly the Noble Truths well taught by one with profound wisdom, even though they are exceedingly negligent, they do not grasp an eighth state of existence."
1805,aṭṭhasata,aṭṭhasataṃ,SN36.22,,aṭṭhārasa api mayā vedanā vuttā pariyāyena; chattiṃsa api mayā vedanā vuttā pariyāyena; <b>aṭṭhasataṃ</b> api mayā vedanā vuttā pariyāyena.,"I have spoken [of] eighteen feelings in one way, also I have spoken of thirty-six feelings by [another] way, also I have spoken of one hundred and eight feelings by [another] way."
1842,aṭṭhārasa 1,aṭṭhārasa,SN36.22,,aṭṭhārasa api mayā vedanā vuttā pariyāyena; chattiṃsa api mayā vedanā vuttā pariyāyena; aṭṭhasataṃ api mayā vedanā vuttā pariyāyena.,"I have spoken [of] eighteen feelings in one way, also I have spoken of thirty-six feelings by [another] way, also I have spoken of one hundred and eight feelings by [another] way."
1981,aṇḍa 1,aṇḍāni,MN16,,"seyyathāpi, bhikkhave, kukkuṭiyā <b>aṇḍāni</b> aṭṭha vā dasa vā dvādasa vā.","Imagine if, monks, there could be hen's eggs, eight or ten or twelve."
2950,adesayi,adesayi,SNP13,yes,"vanappagumbe yathā phussit'agge, gimhāna-māse paṭhamasmiṃ gimhe, tath'ūpamaṃ dhamma-varaṃ <b>adesayi</b>, nibbāna-gāmiṃ paramaṃ hitāya.","Like a forest grove with a flowering crest, in the first heat of the hot month, (The Buddha) taught the sublime teaching, leading to the highest Nibbāna, for the benefit."
4099,anāhāra,anāhāre,AN10.61,,"pañca ahaṃ nīvaraṇe sāhāre vadāmi, no <b>anāhāre</b>. ko ca āhāro pañcannaṃ nīvaraṇānaṃ? tīṇi duccaritāni","I speak of five hindrances with nutriment, [they are] not without nutriment. And what is the nutriment of the five hindrances? The three [kinds of] misconduct."
4922,anuppanna,anuppanno,AN1.12,,"n'āhaṃ, bhikkhave, aññaṃ ekadhammam'pi samanupassāmi yena <b>anuppanno</b> byāpādo uppajjati, yathayidaṃ, bhikkhave, paṭighanimittaṃ","I don't see even one single other thing, monks, because of which unarisen ill-will arises, such as a disliked image."
